appid,is_eligible,exclusion_reason,evaluated_at,appdetails_status,app_type,search_release_date,store_release_date_raw,store_release_date,release_date_status
29720,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-03,"Dec 3, 2025",2025-12-03,exact_match
267390,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-15,"Aug 15, 2025",2025-08-15,exact_match
283720,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-28,"Aug 28, 2025",2025-08-28,exact_match
299970,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-25,"Nov 25, 2025",2025-11-25,exact_match
324470,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-03,"Nov 3, 2025",2025-11-03,exact_match
347940,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-18,"Jul 18, 2025",2025-07-18,exact_match
427410,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-22,"Jul 22, 2025",2025-07-22,exact_match
431180,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-22,"Jul 22, 2025",2025-07-22,exact_match
436780,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-03,"Nov 3, 2025",2025-11-03,exact_match
444930,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-16,"Oct 16, 2025",2025-10-16,exact_match
496170,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-18,"Nov 18, 2025",2025-11-18,exact_match
497880,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-09,"Dec 9, 2025",2025-12-09,exact_match
523630,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-23,"Oct 23, 2025",2025-10-23,exact_match
528550,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-17,"Jul 17, 2025",2025-07-17,exact_match
532790,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-21,"Oct 21, 2025",2025-10-21,exact_match
533610,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-13,"Oct 13, 2025",2025-10-13,exact_match
541300,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-05,"Dec 5, 2025",2025-12-05,exact_match
589050,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-23,"Sep 23, 2025",2025-09-23,exact_match
597920,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-08,"Nov 8, 2025",2025-11-08,exact_match
606160,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-04,"Dec 4, 2025",2025-12-04,exact_match
607760,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-12,"Dec 12, 2025",2025-12-12,exact_match
628360,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-05,"Nov 5, 2025",2025-11-05,exact_match
633080,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-14,"Aug 14, 2025",2025-08-14,exact_match
635700,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-18,"Sep 18, 2025",2025-09-18,exact_match
650820,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-11,"Aug 11, 2025",2025-08-11,exact_match
652140,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-08,"Aug 8, 2025",2025-08-08,exact_match
659300,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-12,"Aug 12, 2025",2025-08-12,exact_match
660200,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-04,"Jul 4, 2025",2025-07-04,exact_match
660560,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-27,"Jul 27, 2025",2025-07-27,exact_match
662000,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-21,"Sep 21, 2025",2025-09-21,exact_match
668600,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-04,"Sep 4, 2025",2025-09-04,exact_match
690320,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-18,"Nov 18, 2025",2025-11-18,exact_match
694110,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-18,"Sep 18, 2025",2025-09-18,exact_match
716350,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-26,"Nov 26, 2025",2025-11-26,exact_match
717540,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-25,"Nov 25, 2025",2025-11-25,exact_match
721780,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-28,"Aug 28, 2025",2025-08-28,exact_match
757940,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-19,"Aug 19, 2025",2025-08-19,exact_match
766500,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-30,"Oct 30, 2025",2025-10-30,exact_match
774181,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-06,"Dec 6, 2025",2025-12-06,exact_match
789940,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-29,"Sep 29, 2025",2025-09-29,exact_match
802160,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-19,"Dec 19, 2025",2025-12-19,exact_match
821250,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-04,"Dec 4, 2025",2025-12-04,exact_match
832360,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-23,"Sep 23, 2025",2025-09-23,exact_match
862540,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-21,"Oct 21, 2025",2025-10-21,exact_match
863970,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-17,"Nov 17, 2025",2025-11-17,exact_match
866400,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-07,"Aug 7, 2025",2025-08-07,exact_match
878000,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-01,"Jul 1, 2025",2025-07-01,exact_match
878900,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-22,"Jul 22, 2025",2025-07-22,exact_match
881130,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-08,"Jul 8, 2025",2025-07-08,exact_match
882140,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-07,"Nov 7, 2025",2025-11-07,exact_match
887330,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-13,"Nov 13, 2025",2025-11-13,exact_match
898910,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-17,"Sep 17, 2025",2025-09-17,exact_match
914720,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-03,"Aug 3, 2025",2025-08-03,exact_match
921490,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-25,"Aug 25, 2025",2025-08-25,exact_match
923710,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-14,"Jul 14, 2025",2025-07-14,exact_match
926990,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-22,"Jul 22, 2025",2025-07-22,exact_match
951820,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-28,"Jul 28, 2025",2025-07-28,exact_match
956680,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-14,"Sep 14, 2025",2025-09-14,exact_match
984610,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-07,"Jul 7, 2025",2025-07-07,exact_match
986490,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-03,"Dec 3, 2025",2025-12-03,exact_match
990380,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-02,"Sep 2, 2025",2025-09-02,exact_match
993770,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-26,"Sep 26, 2025",2025-09-26,exact_match
995760,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-15,"Dec 15, 2025",2025-12-15,exact_match
1004640,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-30,"Sep 30, 2025",2025-09-30,exact_match
1024820,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-21,"Nov 21, 2025",2025-11-21,exact_match
1030000,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-21,"Oct 21, 2025",2025-10-21,exact_match
1030300,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-04,"Sep 4, 2025",2025-09-04,exact_match
1033380,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-04,"Oct 4, 2025",2025-10-04,exact_match
1044720,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-23,"Oct 23, 2025",2025-10-23,exact_match
1046040,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-26,"Aug 26, 2025",2025-08-26,exact_match
1053540,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-23,"Oct 23, 2025",2025-10-23,exact_match
1056170,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-11,"Dec 11, 2025",2025-12-11,exact_match
1057580,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-22,"Jul 22, 2025",2025-07-22,exact_match
1057640,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-23,"Oct 23, 2025",2025-10-23,exact_match
1058230,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-05,"Dec 5, 2025",2025-12-05,exact_match
1058710,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-11,"Aug 11, 2025",2025-08-11,exact_match
1059110,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-28,"Oct 28, 2025",2025-10-28,exact_match
1061270,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-24,"Jul 24, 2025",2025-07-24,exact_match
1068500,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-05,"Nov 5, 2025",2025-11-05,exact_match
1068840,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-07,"Aug 7, 2025",2025-08-07,exact_match
1074740,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-18,"Nov 18, 2025",2025-11-18,exact_match
1094600,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-02,"Dec 2, 2025",2025-12-02,exact_match
1095800,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-05,"Aug 5, 2025",2025-08-05,exact_match
1101650,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-17,"Dec 17, 2025",2025-12-17,exact_match
1105330,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-29,"Oct 29, 2025",2025-10-29,exact_match
1106680,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-10,"Nov 10, 2025",2025-11-10,exact_match
1108250,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-24,"Oct 24, 2025",2025-10-24,exact_match
1114080,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-19,"Sep 19, 2025",2025-09-19,exact_match
1117920,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-03,"Dec 3, 2025",2025-12-03,exact_match
1121640,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-17,"Jul 17, 2025",2025-07-17,exact_match
1124970,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-10,"Jul 10, 2025",2025-07-10,exact_match
1125830,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-22,"Jul 22, 2025",2025-07-22,exact_match
1126340,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-20,"Sep 20, 2025",2025-09-20,exact_match
1129260,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-04,"Dec 4, 2025",2025-12-04,exact_match
1129570,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-17,"Oct 17, 2025",2025-10-17,exact_match
1129760,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-16,"Aug 16, 2025",2025-08-16,exact_match
1135700,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-24,"Oct 24, 2025",2025-10-24,exact_match
1137320,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-01,"Nov 1, 2025",2025-11-01,exact_match
1141260,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-07,"Aug 7, 2025",2025-08-07,exact_match
1141550,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-16,"Nov 16, 2025",2025-11-16,exact_match
1145350,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-25,"Sep 25, 2025",2025-09-25,exact_match
1151380,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-26,"Nov 26, 2025",2025-11-26,exact_match
1151990,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-28,"Aug 28, 2025",2025-08-28,exact_match
1154030,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-01,"Aug 1, 2025",2025-08-01,exact_match
1154140,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-12,"Sep 12, 2025",2025-09-12,exact_match
1156360,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-06,"Nov 6, 2025",2025-11-06,exact_match
1156820,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-20,"Nov 20, 2025",2025-11-20,exact_match
1159690,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-07,"Nov 7, 2025",2025-11-07,exact_match
1160460,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-20,"Nov 20, 2025",2025-11-20,exact_match
1160690,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-09,"Nov 9, 2025",2025-11-09,exact_match
1163080,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-08,"Nov 8, 2025",2025-11-08,exact_match
1166940,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-04,"Nov 4, 2025",2025-11-04,exact_match
1169040,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-16,"Oct 16, 2025",2025-10-16,exact_match
1170570,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-17,"Jul 17, 2025",2025-07-17,exact_match
1172680,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-20,"Sep 20, 2025",2025-09-20,exact_match
1178590,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-25,"Sep 25, 2025",2025-09-25,exact_match
1186100,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-12,"Aug 12, 2025",2025-08-12,exact_match
1191050,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-10,"Oct 10, 2025",2025-10-10,exact_match
1194040,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-25,"Jul 25, 2025",2025-07-25,exact_match
1197240,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-31,"Jul 31, 2025",2025-07-31,exact_match
1197260,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-30,"Nov 30, 2025",2025-11-30,exact_match
1200770,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-07,"Oct 7, 2025",2025-10-07,exact_match
1201700,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-07,"Aug 7, 2025",2025-08-07,exact_match
1204010,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-17,"Aug 17, 2025",2025-08-17,exact_match
1211020,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-18,"Sep 18, 2025",2025-09-18,exact_match
1211980,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-07,"Nov 7, 2025",2025-11-07,exact_match
1218470,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-21,"Nov 21, 2025",2025-11-21,exact_match
1232220,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-11,"Sep 11, 2025",2025-09-11,exact_match
1238990,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-13,"Aug 13, 2025",2025-08-13,exact_match
1239360,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-02,"Oct 2, 2025",2025-10-02,exact_match
1257030,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-31,"Jul 31, 2025",2025-07-31,exact_match
1263240,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-08,"Dec 8, 2025",2025-12-08,exact_match
1264970,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-10,"Dec 10, 2025",2025-12-10,exact_match
1266060,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-07,"Oct 7, 2025",2025-10-07,exact_match
1266610,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-17,"Sep 17, 2025",2025-09-17,exact_match
1271150,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-24,"Oct 24, 2025",2025-10-24,exact_match
1272290,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-28,"Oct 28, 2025",2025-10-28,exact_match
1273640,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-17,"Jul 17, 2025",2025-07-17,exact_match
1274700,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-25,"Sep 25, 2025",2025-09-25,exact_match
1275550,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-18,"Sep 18, 2025",2025-09-18,exact_match
1277530,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-17,"Jul 17, 2025",2025-07-17,exact_match
1281040,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-23,"Sep 23, 2025",2025-09-23,exact_match
1282390,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-01,"Aug 1, 2025",2025-08-01,exact_match
1283360,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-04,"Dec 4, 2025",2025-12-04,exact_match
1284730,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-24,"Oct 24, 2025",2025-10-24,exact_match
1285190,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-11,"Sep 11, 2025",2025-09-11,exact_match
1289720,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-02,"Sep 2, 2025",2025-09-02,exact_match
1292460,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-04,"Sep 4, 2025",2025-09-04,exact_match
1295290,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-10,"Jul 10, 2025",2025-07-10,exact_match
1295870,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-06,"Nov 6, 2025",2025-11-06,exact_match
1296660,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-11,"Nov 11, 2025",2025-11-11,exact_match
1298430,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-23,"Oct 23, 2025",2025-10-23,exact_match
1302530,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-09,"Oct 9, 2025",2025-10-09,exact_match
1305150,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-09,"Dec 9, 2025",2025-12-09,exact_match
1307960,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-26,"Aug 26, 2025",2025-08-26,exact_match
1308940,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-31,"Jul 31, 2025",2025-07-31,exact_match
1313290,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-24,"Jul 24, 2025",2025-07-24,exact_match
1315320,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-17,"Jul 17, 2025",2025-07-17,exact_match
1316380,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-26,"Dec 26, 2025",2025-12-26,exact_match
1318240,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-12,"Aug 12, 2025",2025-08-12,exact_match
1318990,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-06,"Aug 6, 2025",2025-08-06,exact_match
1329030,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-11,"Nov 11, 2025",2025-11-11,exact_match
1330360,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-15,"Sep 15, 2025",2025-09-15,exact_match
1330430,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-23,"Sep 23, 2025",2025-09-23,exact_match
1330460,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-22,"Oct 22, 2025",2025-10-22,exact_match
1332180,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-22,"Jul 22, 2025",2025-07-22,exact_match
1332430,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-26,"Aug 26, 2025",2025-08-26,exact_match
1338490,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-26,"Nov 26, 2025",2025-11-26,exact_match
1342490,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-05,"Sep 5, 2025",2025-09-05,exact_match
1342690,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-23,"Oct 23, 2025",2025-10-23,exact_match
1343070,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-19,"Sep 19, 2025",2025-09-19,exact_match
1344550,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-14,"Jul 14, 2025",2025-07-14,exact_match
1346840,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-11,"Sep 11, 2025",2025-09-11,exact_match
1349680,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-07,"Oct 7, 2025",2025-10-07,exact_match
1356680,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-01,"Dec 1, 2025",2025-12-01,exact_match
1369790,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-08,"Jul 8, 2025",2025-07-08,exact_match
1370120,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-13,"Nov 13, 2025",2025-11-13,exact_match
1374960,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-23,"Dec 23, 2025",2025-12-23,exact_match
1375650,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-30,"Jul 30, 2025",2025-07-30,exact_match
1378790,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-15,"Jul 15, 2025",2025-07-15,exact_match
1380990,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-23,"Sep 23, 2025",2025-09-23,exact_match
1385340,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-29,"Oct 29, 2025",2025-10-29,exact_match
1386750,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-13,"Oct 13, 2025",2025-10-13,exact_match
1392860,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-09,"Oct 9, 2025",2025-10-09,exact_match
1394960,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-19,"Nov 19, 2025",2025-11-19,exact_match
1395520,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-27,"Oct 27, 2025",2025-10-27,exact_match
1403270,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-18,"Jul 18, 2025",2025-07-18,exact_match
1403940,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-13,"Nov 13, 2025",2025-11-13,exact_match
1404300,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-07,"Aug 7, 2025",2025-08-07,exact_match
1408090,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-24,"Jul 24, 2025",2025-07-24,exact_match
1408730,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-15,"Jul 15, 2025",2025-07-15,exact_match
1409200,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-23,"Sep 23, 2025",2025-09-23,exact_match
1410450,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-20,"Nov 20, 2025",2025-11-20,exact_match
1410540,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-02,"Aug 2, 2025",2025-08-02,exact_match
1413250,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-23,"Nov 23, 2025",2025-11-23,exact_match
1414910,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-28,"Nov 28, 2025",2025-11-28,exact_match
1417380,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-25,"Jul 25, 2025",2025-07-25,exact_match
1420790,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-05,"Nov 5, 2025",2025-11-05,exact_match
1421250,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-05,"Dec 5, 2025",2025-12-05,exact_match
1423050,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-23,"Dec 23, 2025",2025-12-23,exact_match
1423630,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-23,"Dec 23, 2025",2025-12-23,exact_match
1425980,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-19,"Aug 19, 2025",2025-08-19,exact_match
1427070,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-16,"Jul 16, 2025",2025-07-16,exact_match
1429080,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-12-02,"Dec 2, 2025",2025-12-02,exact_match
1429210,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-13,"Aug 13, 2025",2025-08-13,exact_match
1430190,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-24,"Jul 24, 2025",2025-07-24,exact_match
1430930,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-17,"Oct 17, 2025",2025-10-17,exact_match
1432320,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-04,"Aug 4, 2025",2025-08-04,exact_match
1435410,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-07,"Oct 7, 2025",2025-10-07,exact_match
1436580,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-27,"Nov 27, 2025",2025-11-27,exact_match
1436990,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-22,"Nov 22, 2025",2025-11-22,exact_match
1439920,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-24,"Sep 24, 2025",2025-09-24,exact_match
1441770,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-26,"Aug 26, 2025",2025-08-26,exact_match
1442050,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-02,"Sep 2, 2025",2025-09-02,exact_match
1442430,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-27,"Nov 27, 2025",2025-11-27,exact_match
1442530,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-28,"Oct 28, 2025",2025-10-28,exact_match
1442610,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-02,"Nov 2, 2025",2025-11-02,exact_match
1446890,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-29,"Oct 29, 2025",2025-10-29,exact_match
1446920,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-10,"Nov 10, 2025",2025-11-10,exact_match
1447820,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-21,"Aug 21, 2025",2025-08-21,exact_match
1449110,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-29,"Oct 29, 2025",2025-10-29,exact_match
1449190,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-07-24,"Jul 24, 2025",2025-07-24,exact_match
1451220,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-21,"Oct 21, 2025",2025-10-21,exact_match
1456570,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-10-09,"Oct 9, 2025",2025-10-09,exact_match
1462030,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-27,"Nov 27, 2025",2025-11-27,exact_match
1471650,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-08-28,"Aug 28, 2025",2025-08-28,exact_match
1473130,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-29,"Sep 29, 2025",2025-09-29,exact_match
1476400,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-09-22,"Sep 22, 2025",2025-09-22,exact_match
1476970,True,,2026-09-13T07:32:04.050579+00:00,success,game,2025-11-06,"Nov 6, 2025",2025-11-06,exact_match
