"n","min","p01","p05","p25","median","mean","p75","p90","p95","p99","max","variance","variance_mean_ratio"
2241,1,1,1,3,10,481.688085676037,48,308,1009,8811.59999999996,136842,20840398.5522196,43265.3394840991
