"model_id","term","estimate_log_odds","std_error","z_value","p_value","odds_ratio","or_ci95_lower","or_ci95_upper","direction"
"PRIMARY_LINEAR","(Intercept)",1.54147261827228,0.141122141984805,10.9229678390103,8.95218516508105e-28,4.67146449216344,3.54266157703255,6.15993936395784,"POSITIVE"
"PRIMARY_LINEAR","is_free",-4.19549832885985,0.191417297945326,-21.9180730994238,1.74696830652635e-106,0.0150632341471413,0.0103510290525016,0.0219206246857908,"NEGATIVE"
"PRIMARY_LINEAR","z_log1p_paid_price_component",0.181805038988623,0.0597903426849687,3.04070909823249,0.00236021744324599,1.19938033868043,1.06675157624889,1.34849877782375,"POSITIVE"
"PRIMARY_LINEAR","z_days_since_release",0.00850851604937393,0.0530941080236039,0.160253488872839,0.872681395774559,1.00854481635292,0.908869260057824,1.11915177605152,"POSITIVE"
"PRIMARY_LINEAR","platform_segmentWindows + macOS",0.396085162583398,0.21753281680879,1.82080648057601,0.0686362788529739,1.48599586340947,0.970182264279015,2.27605037462839,"POSITIVE"
"PRIMARY_LINEAR","platform_segmentWindows + Linux",0.034241474199434,0.230146018158828,0.148781519112806,0.881726033929426,1.03483446238341,0.659128723113889,1.62469382228897,"POSITIVE"
"PRIMARY_LINEAR","platform_segmentWindows + macOS + Linux",0.719962486890507,0.255212923567391,2.82102676003551,0.0047870209468725,2.05435614391143,1.24577066732572,3.38776572343484,"POSITIVE"
"PRIMARY_LINEAR","genre_action",0.118180737029429,0.116618863716614,1.0133929731695,0.310872494433841,1.12544750302506,0.89548658704019,1.41446237207403,"POSITIVE"
"PRIMARY_LINEAR","genre_adventure",0.238040267685799,0.115982531839202,2.05238033616836,0.0401327140301132,1.26876028183667,1.01077633331822,1.59259036812001,"POSITIVE"
"PRIMARY_LINEAR","genre_casual",-0.427855886727728,0.113918026535992,-3.75582249568332,0.000172773120725458,0.651905356243565,0.521455616300569,0.814989004268561,"NEGATIVE"
"PRIMARY_LINEAR","genre_indie",0.188092280597956,0.123157164587751,1.52725406782111,0.126697846304768,1.20694488780672,0.948103764558095,1.53645203896193,"POSITIVE"
"PRIMARY_LINEAR","genre_rpg",0.0153341096193047,0.142464855982226,0.107634332085506,0.914285762118357,1.01545228031975,0.768056579619474,1.34253564251405,"POSITIVE"
"PRIMARY_LINEAR","genre_simulation",0.535123073171039,0.14052562972527,3.80801049756697,0.000140089327562144,1.70765839625567,1.2965383432685,2.24914073189008,"POSITIVE"
"PRIMARY_LINEAR","genre_strategy",-0.142797301641077,0.131596972988258,-1.08511083802679,0.27787256769351,0.866929776330046,0.669835828191467,1.1220170756122,"NEGATIVE"
