"n_games","parameter_count","n_influence_diagnostics_not_defined","max_absolute_deviance_residual","max_absolute_standardized_deviance_residual","n_absolute_standardized_residual_gt_2","n_absolute_standardized_residual_gt_3","max_leverage","threshold_2p_over_n","n_leverage_above_2p_over_n","threshold_3p_over_n","n_leverage_above_3p_over_n","max_cooks_distance","threshold_4_over_n","n_cooks_above_4_over_n","n_cooks_above_0_5","n_cooks_above_1"
2998,16,0,2.49931717341864,2.50405630319849,161,0,0.118090644334248,0.0106737825216811,148,0.0160106737825217,22,0.00931844493082499,0.00133422281521014,269,0,0
