"model_id","price_usd","price_grid_index","price_support_region","predicted_probability","ci95_lower","ci95_upper","link_estimate","link_standard_error"
"NONLINEAR_PRICE_DF3_PRIMARY",0.49,1,"SPARSE_TAIL",0.796132568759489,0.699317187582414,0.867673492939185,1.36229577990324,0.26441674495317
"NONLINEAR_PRICE_DF3_PRIMARY",1.49251256281407,2,"CENTRAL_5_95",0.776251908926969,0.714416586340091,0.827923332899114,1.24395626680845,0.166852134167933
"NONLINEAR_PRICE_DF3_PRIMARY",2.49502512562814,3,"CENTRAL_5_95",0.775996782515084,0.718333731067545,0.824735226580227,1.24248795840735,0.156266451770163
"NONLINEAR_PRICE_DF3_PRIMARY",3.49753768844221,4,"CENTRAL_5_95",0.787952822254764,0.731317743261828,0.835337829789232,1.31262943138195,0.15883499846971
"NONLINEAR_PRICE_DF3_PRIMARY",4.50005025125628,5,"CENTRAL_5_95",0.806191928522086,0.753754204120211,0.849689887144072,1.42545349179443,0.156491331432326
"NONLINEAR_PRICE_DF3_PRIMARY",5.50256281407035,6,"CENTRAL_5_95",0.825101890264711,0.777754129030747,0.864124809548831,1.55130330778224,0.152389105787888
"NONLINEAR_PRICE_DF3_PRIMARY",6.50507537688442,7,"CENTRAL_5_95",0.84125573461516,0.797757990051592,0.87684236761801,1.66760118415423,0.150646111347956
"NONLINEAR_PRICE_DF3_PRIMARY",7.50758793969849,8,"CENTRAL_5_95",0.853959461948421,0.812799602197223,0.887324031970995,1.76599948316139,0.151887783226754
"NONLINEAR_PRICE_DF3_PRIMARY",8.51010050251256,9,"CENTRAL_5_95",0.863444182681913,0.823501700615268,0.895494580436273,1.84419580559012,0.155075008713621
"NONLINEAR_PRICE_DF3_PRIMARY",9.51261306532663,10,"CENTRAL_5_95",0.870172748477947,0.830762387336332,0.9014938238622,1.9024870210804,0.158904410958632
"NONLINEAR_PRICE_DF3_PRIMARY",10.5151256281407,11,"CENTRAL_5_95",0.8747808996088,0.835523063431364,0.90572582119223,1.94390844848991,0.162564647181386
"NONLINEAR_PRICE_DF3_PRIMARY",11.5176381909548,12,"CENTRAL_5_95",0.877873032094834,0.838551344677118,0.908660885860335,1.97244074871445,0.165794936204973
"NONLINEAR_PRICE_DF3_PRIMARY",12.5201507537688,13,"CENTRAL_5_95",0.879849515279844,0.840324860568086,0.910631056881956,1.99100589101924,0.168553458354753
"NONLINEAR_PRICE_DF3_PRIMARY",13.5226633165829,14,"CENTRAL_5_95",0.88098103216454,0.841151799183161,0.91186991135465,2.0017532218267,0.170885851320814
"NONLINEAR_PRICE_DF3_PRIMARY",14.525175879397,15,"CENTRAL_5_95",0.881456551425449,0.841239600534826,0.912544914419467,2.00629616324759,0.172868374636894
"NONLINEAR_PRICE_DF3_PRIMARY",15.5276884422111,16,"CENTRAL_5_95",0.881411706240662,0.840732872319628,0.912778546915245,2.00586705559116,0.174582757951575
"NONLINEAR_PRICE_DF3_PRIMARY",16.5302010050251,17,"CENTRAL_5_95",0.880946235202358,0.839735431664169,0.912662156913581,2.0014214009613,0.176105543511426
"NONLINEAR_PRICE_DF3_PRIMARY",17.5327135678392,18,"CENTRAL_5_95",0.88013506467813,0.838323711542826,0.912265144587419,1.99370980838086,0.177504082390487
"NONLINEAR_PRICE_DF3_PRIMARY",18.5352261306533,19,"CENTRAL_5_95",0.879035560504889,0.836555239865048,0.911641143838534,1.98332873857092,0.178835560724469
"NONLINEAR_PRICE_DF3_PRIMARY",19.5377386934673,20,"CENTRAL_5_95",0.877692397924893,0.834474185842347,0.910832250976783,1.97075698819943,0.180147360604837
"NONLINEAR_PRICE_DF3_PRIMARY",20.5402512562814,21,"SPARSE_TAIL",0.876140908485005,0.832115094683559,0.90987196607772,1.95638237172579,0.181477958545634
"NONLINEAR_PRICE_DF3_PRIMARY",21.5427638190955,22,"SPARSE_TAIL",0.874409428272104,0.829505465758461,0.908787273187474,1.94052153401026,0.182857989730029
"NONLINEAR_PRICE_DF3_PRIMARY",22.5452763819095,23,"SPARSE_TAIL",0.872520976392559,0.826667570622628,0.907600135843424,1.92343486516075,0.18431130969139
"NONLINEAR_PRICE_DF3_PRIMARY",23.5477889447236,24,"SPARSE_TAIL",0.870494475047962,0.823619758318102,0.906328589822805,1.90533786836433,0.18585598249657
"NONLINEAR_PRICE_DF3_PRIMARY",24.5503015075377,25,"SPARSE_TAIL",0.868345650024574,0.820377406780367,0.904987554512107,1.88640992234108,0.187505170547492
"NONLINEAR_PRICE_DF3_PRIMARY",25.5528140703518,26,"SPARSE_TAIL",0.866087704604926,0.816953624964036,0.903589444997543,1.86680110527236,0.189267922152452
"NONLINEAR_PRICE_DF3_PRIMARY",26.5553266331658,27,"SPARSE_TAIL",0.863731830359552,0.813359776232604,0.90214464109871,1.84663755928585,0.191149861949819
"NONLINEAR_PRICE_DF3_PRIMARY",27.5578391959799,28,"SPARSE_TAIL",0.861287598841178,0.809605871627482,0.900661852291896,1.82602574423906,0.193153792475845
"NONLINEAR_PRICE_DF3_PRIMARY",28.560351758794,29,"SPARSE_TAIL",0.858763265191021,0.805700867189838,0.899148405793919,1.80505583775047,0.195280215806462
"NONLINEAR_PRICE_DF3_PRIMARY",29.562864321608,30,"SPARSE_TAIL",0.856166005810644,0.80165288979058,0.897610477100703,1.78380447292057,0.197527783800367
"NONLINEAR_PRICE_DF3_PRIMARY",30.5653768844221,31,"SPARSE_TAIL",0.853502106133359,0.797469409247334,0.896053276774231,1.76233695785766,0.199893684740066
"NONLINEAR_PRICE_DF3_PRIMARY",31.5678894472362,32,"SPARSE_TAIL",0.850777110241214,0.793157369829152,0.894481203447972,1.74070908654104,0.202373973412699
"NONLINEAR_PRICE_DF3_PRIMARY",32.5704020100503,33,"SPARSE_TAIL",0.847995941029473,0.788723290910729,0.892897970344187,1.7189686250154,0.20496385099916
"NONLINEAR_PRICE_DF3_PRIMARY",33.5729145728643,34,"SPARSE_TAIL",0.84516299743311,0.784173344114385,0.891306710710091,1.69715653786438,0.20765790056471
"NONLINEAR_PRICE_DF3_PRIMARY",34.5754271356784,35,"SPARSE_TAIL",0.842282233640202,0.779513412493032,0.889710066240881,1.67530800557576,0.210450283448994
"NONLINEAR_PRICE_DF3_PRIMARY",35.5779396984925,36,"SPARSE_TAIL",0.839357224049541,0.774749135976324,0.888110261599639,1.65345327252817,0.21333490141266
"NONLINEAR_PRICE_DF3_PRIMARY",36.5804522613065,37,"SPARSE_TAIL",0.836391216863708,0.769885946299984,0.886509167451779,1.63161835700019,0.216305528989688
"NONLINEAR_PRICE_DF3_PRIMARY",37.5829648241206,38,"SPARSE_TAIL",0.833387178560406,0.764929093878333,0.884908353925329,1.60982564818041,0.219355920104803
"NONLINEAR_PRICE_DF3_PRIMARY",38.5854773869347,39,"SPARSE_TAIL",0.830347830995092,0.759883668500859,0.883309136032484,1.58809441016861,0.222479892636516
"NONLINEAR_PRICE_DF3_PRIMARY",39.5879899497487,40,"SPARSE_TAIL",0.82727568251492,0.754754615291059,0.881712612304105,1.56644120905809,0.225671394236865
"NONLINEAR_PRICE_DF3_PRIMARY",40.5905025125628,41,"SPARSE_TAIL",0.824173054177751,0.749546747027148,0.88011969767057,1.54488027611994,0.22892455236047
"NONLINEAR_PRICE_DF3_PRIMARY",41.5930150753769,42,"SPARSE_TAIL",0.821042101948623,0.744264753665111,0.878531151451206,1.5234238176807,0.23223371111169
"NONLINEAR_PRICE_DF3_PRIMARY",42.595527638191,43,"SPARSE_TAIL",0.817884835573738,0.738913209706569,0.876947601177665,1.5020822803499,0.235593457193405
"NONLINEAR_PRICE_DF3_PRIMARY",43.598040201005,44,"SPARSE_TAIL",0.814703134696951,0.73349657990281,0.875369562865321,1.48086457870629,0.23899863693777
"NONLINEAR_PRICE_DF3_PRIMARY",44.6005527638191,45,"SPARSE_TAIL",0.811498762677192,0.728019223671244,0.873797458254803,1.4597782913048,0.242444366120787
"NONLINEAR_PRICE_DF3_PRIMARY",45.6030653266332,46,"SPARSE_TAIL",0.808273378480768,0.722485398513039,0.872231629468951,1.43882982985958,0.245926034010312
"NONLINEAR_PRICE_DF3_PRIMARY",46.6055778894472,47,"SPARSE_TAIL",0.805028546955001,0.716899262654296,0.870672351465561,1.41802458563973,0.249439302871548
"NONLINEAR_PRICE_DF3_PRIMARY",47.6080904522613,48,"SPARSE_TAIL",0.801765747735598,0.711264877082783,0.869119842611156,1.39736705644678,0.252980103954849
"NONLINEAR_PRICE_DF3_PRIMARY",48.6106030150754,49,"SPARSE_TAIL",0.79848638299648,0.705586207114077,0.867574273653924,1.37686095699578,0.256544630816604
"NONLINEAR_PRICE_DF3_PRIMARY",49.6131155778894,50,"SPARSE_TAIL",0.795191784215461,0.699867123592064,0.866035775333615,1.35650931507183,0.26012933067339
"NONLINEAR_PRICE_DF3_PRIMARY",50.6156281407035,51,"SPARSE_TAIL",0.791883218100385,0.694111403806758,0.864504444831609,1.33631455546199,0.263730894360618
