"n_games","observed_mean","fitted_mean","observed_variance","fitted_mean_variance","pearson_mean","pearson_sd","pearson_p95_abs","pearson_max_abs","deviance_residual_available","standardized_residual_available","dharma_available"
2240,481.902232142857,472.069237979042,20849603.6416207,8500102.3188234,-0.00019794586344767,2.66038165889486,0.934451490804221,78.0516900678953,FALSE,FALSE,FALSE
