"paid_reference_price_usd","paid_reference_probability","free_probability","free_minus_paid_probability_difference","free_minus_paid_percentage_point_difference","scope"
6.00001357356077,0.833540784813021,0.0678425151069974,-0.765698269706023,-76.5698269706023,"One-at-a-time conditional contrast at centered paid-price reference"
