"population","training_n","df","center_price_usd","internal_knot_1_log1p","internal_knot_2_log1p","boundary_lower_log1p","boundary_upper_log1p","price_min_usd","price_p05_usd","price_median_usd","price_p95_usd","price_max_usd","step6a1_paid_n"
"Positive-count paid games with observed price",2206,3,6.19200148318903,1.79009141212736,2.30158459266046,0.398776119957368,5.30325515557766,0.49,0.99,5.99,19.9975,199.99,2597
