"scaling_population","paid_price_n","current_price_mean_usd","current_price_sd_usd","current_price_median_usd","current_price_min_usd","current_price_max_usd","log1p_price_mean","log1p_price_sd","missing_paid_price_n"
"All paid market games with non-missing current price",2597,8.51501732768579,11.9589883920271,4.99,0.49,199.99,1.94591208813354,0.733084020080256,1
