"model_id","n_games","event_n","non_event_n","log_likelihood","aic","parameter_count","convergence","design_rank","design_columns","max_coefficient_se","warning_count","formula","weights_used","offset_used","interactions_used","threshold_searched"
"HIGH_ATTENTION_100_LOGISTIC",2240,406,1834,-891.331463346353,1814.66292669271,16,TRUE,16,16,2.40745490933825,0,"high_attention_100 ~ is_free + tier_price_spline_1 + tier_price_spline_2 +      tier_price_spline_3 + log_days + platform_segment + genre_action +      genre_adventure + genre_casual + genre_indie + genre_rpg +      genre_simulation + genre_strategy",FALSE,FALSE,FALSE,FALSE
