"paid_price_n","min_usd","p01_usd","p05_usd","p25_usd","p50_usd","p75_usd","p95_usd","p99_usd","max_usd","n_ge_20_usd","n_ge_30_usd","n_ge_50_usd","n_ge_100_usd","central_support_definition"
2597,0.49,0.99,0.99,2.99,4.99,9.99,19.99,39.99,199.99,126,46,18,6,"Paid-market empirical 5th to 95th percentile"
