"status","package_available","k","edf","reference_df","smooth_test_statistic","smooth_p_value","aic","max_abs_probability_difference_vs_df3_full","max_abs_probability_difference_vs_df3_central_5_95","warning_count","note"
"RUN",TRUE,5,3.28015010408241,3.703278222557,27.3392928891695,2.15681167794468e-05,2372.9832378073,0.0273396152555344,0.0105206060513027,0,"Diagnostic only; not eligible to replace the inferential primary model automatically"
