"n_positive_games","total_review_volume","top1_game_share","top1_percent_n","top1_percent_share","top5_percent_n","top5_percent_share","top10_percent_n","top10_percent_share","gini"
2241,1079463,0.126768587714447,23,0.654384633841086,113,0.890134261202098,225,0.945175517826919,0.953032277771423
