"appid","observed","fitted","pearson_residual"
3062040,4,809.497113396315,-0.354438222217225
3064730,1,118.221534757673,-0.416035590762638
3065870,79,664.084369627392,-0.318364601271169
3067620,27,254.63488663946,-0.348831969166333
3067970,7,94.6238949969442,-0.397765408244302
3068670,224,1720.15944866495,-0.294451572369651
3069360,1,18.5504070495399,-0.507720838231317
3070390,108,280.614115439168,-0.238018012472009
3070650,27,640.944773136994,-0.347037749250342
3070880,830,632.225528347138,0.113450832161354
3075800,190,98.0886728031349,0.400935090344684
3076240,134,256.594235391249,-0.186306433358036
3077570,701,1743.1524922403,-0.202224062299458
3078670,5,123.343551083657,-0.400835469559828
3080530,141,1745.92000751534,-0.310900984369317
3083990,50,151.58965317233,-0.274295506970776
3084740,74,1026.82715827715,-0.325064234514131
3085200,12,954.920955806246,-0.347650005262515
3086120,61,191.129603738306,-0.27261170478661
3086580,100,1084.40139908897,-0.316818629867944
3094480,604,652.773729718057,-0.0270335736300785
3096410,3,36.518841929391,-0.443076893428775
3098140,1672,470.446522158288,0.947367687739929
3098170,108,2533.66392480687,-0.316396637458675
3098380,5,128.416941133918,-0.39986992343818
3099630,169,777.161341896334,-0.279555233483717
3100580,11,538.977364625339,-0.359560363847553
3101040,29730,4452.39631855605,1.81549193173488
3102750,47,68.8555538268042,-0.141303454458354
3108990,27,153.9254622931,-0.337002377087746
3109070,9,242.46098417189,-0.377342532305455
3109280,327,471.297392720799,-0.113550198677009
3109830,10,550.557851387237,-0.359801613429794
3110450,89,577.197328891204,-0.308845315253959
3111670,2,109.452500028299,-0.415218479409396
3113650,22,18.9025273542017,0.0876497911247738
3114280,7,338.357487178465,-0.373005819473304
3114900,1452,178.124743615502,2.88238057443771
3119050,49,24.2040154186263,0.525846000256946
3120410,10,30.19436450754,-0.33181701592708
3120890,23,501.066396550989,-0.352169479153917
3121630,1,650.501660372978,-0.361346593024925
3121720,1,139.359129409197,-0.40972550503788
3121860,5,939.566456301682,-0.350596490678773
3125370,2,39.472265469925,-0.453378033557914
3126880,26,355.195057218782,-0.351594514193093
3127000,307,429.730544909698,-0.106693147181788
3130800,208,74.1328936885935,0.79703178137035
3131880,4,12.586841985407,-0.394013490124143
3134570,29,1484.68552419397,-0.335090149046309
3135270,26,97.5844700981984,-0.314052363308882
3136490,46,460.584672206924,-0.334433137870313
3141140,41,38.6107838007186,0.0296416160761887
3141310,616,673.918474635185,-0.0310219672862134
3141330,168,1966.39225862541,-0.307004329759818
3143300,81,1460.87899115578,-0.323156901757264
3143570,17,911.696228688206,-0.346628877921545
3144520,2,138.051607881656,-0.407088000223226
3146630,1,121.898506368864,-0.414840903025106
3148060,572,1787.19147541902,-0.229626166273124
3151420,45,27.028142678411,0.335455431294083
3154800,174,1767.09246491999,-0.304678331019579
3154910,1,174.288255550487,-0.401549864816784
3158600,2,726.109707402315,-0.358009207529534
3160110,13,360.332316607153,-0.365246827015405
3160500,74,651.196610243245,-0.320752063525985
3164400,39,140.242930725469,-0.297737041069948
3166730,1,307.287430442855,-0.382713882684685
3167020,83387,2509.78010467314,10.6558966460153
3167260,381,154.855521350349,0.596486756457445
3167280,195,1265.54621780115,-0.292165656513951
3168400,23,91.9556919840895,-0.323105597382174
3168690,10,66.0165626429621,-0.37961618657975
