"status","positive_count_model_frozen","count_distribution","exposure_specification","model_n","failed_criteria"
"FAIL",FALSE,"TRUNCATED NB2 CANDIDATE","OFFSET",2240,"no_single_observation_dominates; tail_sensitivity_acceptable; diagnostics_acceptable"
