"representative_price_n","ordinal_expected_tier_min","ordinal_expected_tier_max","ordinal_expected_tier_monotone","high100_probability_monotone","shape_spearman_correlation"
6,1.29108694210098,2.18413985630887,TRUE,TRUE,1
