"release_month","n_games","has_review_n","zero_review_n","has_review_rate","has_review_percent"
"2025-07",497,359,138,0.722334004024145,72.2334004024145
"2025-08",470,344,126,0.731914893617021,73.1914893617021
"2025-09",427,317,110,0.742388758782201,74.2388758782201
"2025-10",544,403,141,0.740808823529412,74.0808823529412
"2025-11",580,465,115,0.801724137931034,80.1724137931034
"2025-12",482,353,129,0.732365145228216,73.2365145228216
