"appid","review_count","attention_tier","high_attention_100","is_free","current_price_usd","days_since_release","log_days","platform_segment","genre_action","genre_adventure","genre_casual","genre_indie","genre_rpg","genre_simulation","genre_strategy","tier_price_spline_1","tier_price_spline_2","tier_price_spline_3"
3923290,7,"Tier1",0,0,2.99,345,5.84354441703136,"Windows only",0,0,1,1,0,1,1,-0.200102891281294,-0.0515775081764219,0.0272910343386091
3923980,63,"Tier2",0,0,16.99,284,5.64897423816121,"Windows only",0,1,1,1,0,0,0,0.419575949297417,-0.178216261844633,0.188841310784716
3924300,20,"Tier2",0,0,1.2,389,5.96357934361845,"Windows + Linux",0,0,1,1,0,0,0,-0.131194284298963,-0.351000986143154,0.18875695308076
3924530,5,"Tier1",0,0,3.99,384,5.95064255258773,"Windows only",0,0,0,1,0,1,1,-0.163294420304253,0.0039253576640299,-0.00263922125326072
3924850,1,"Tier1",0,0,1.99,391,5.96870755998537,"Windows only",0,0,1,1,0,0,0,-0.191000956662677,-0.174609008555128,0.0936365139174693
3925410,15,"Tier2",0,0,4.99,356,5.87493073085203,"Windows only",0,1,0,1,0,0,0,-0.097980093369211,0.0172174383899374,-0.00980705605692289
3926040,9,"Tier1",0,0,0.99,382,5.94542060860658,"Windows only",0,0,1,1,0,0,0,-0.10419428022306,-0.415443396766967,0.223507912183871
3926230,3,"Tier1",0,0,4.99,325,5.78382518232974,"Windows only",0,1,0,1,0,0,0,-0.097980093369211,0.0172174383899374,-0.00980705605692289
3926240,2,"Tier1",0,0,4.99,290,5.66988092298052,"Windows only",1,1,1,1,0,0,0,-0.097980093369211,0.0172174383899374,-0.00980705605692289
3926370,1,"Tier1",0,0,1.99,378,5.93489419561959,"Windows only",0,0,0,0,0,1,0,-0.191000956662677,-0.174609008555128,0.0936365139174693
3926610,1,"Tier1",0,0,2.49,377,5.93224518744801,"Windows only",0,0,0,0,1,0,0,-0.202826498232658,-0.102357375195921,0.0546743842936141
3926660,2,"Tier1",0,0,4.99,306,5.72358510195238,"Windows only",0,0,0,1,0,1,0,-0.097980093369211,0.0172174383899374,-0.00980705605692289
3927520,3,"Tier1",0,0,0.99,381,5.9427993751267,"Windows only",1,0,0,1,0,0,0,-0.10419428022306,-0.415443396766967,0.223507912183871
3927680,9,"Tier1",0,0,0.99,328,5.79301360838414,"Windows only",1,0,1,1,1,0,0,-0.10419428022306,-0.415443396766967,0.223507912183871
3928150,8,"Tier1",0,0,4.99,369,5.91079664404053,"Windows only",0,0,1,1,0,0,0,-0.097980093369211,0.0172174383899374,-0.00980705605692289
