"scenario","central_price_min_usd","central_price_max_usd","max_abs_log_mean_difference","max_relative_predicted_count_difference"
"REMOVE_TOP1_PERCENT_BY_REVIEW_COUNT",1.82892617449664,19.234966442953,1.24670481399795,0.712549559363277
"REMOVE_TOP5_PERCENT_BY_REVIEW_COUNT",1.82892617449664,19.234966442953,2.23833124994023,0.893363694673792
