"price_usd","model_id","predicted_probability","ci95_lower","ci95_upper","link_estimate","link_standard_error"
0.49,"LINEAR_BENCHMARK",0.760929544940499,0.688192182036959,0.821109684002132,1.15778247183562,0.186789844811743
1.49251256281407,"LINEAR_BENCHMARK",0.783364581784006,0.724535063462093,0.832534169115544,1.28538236911175,0.162407351695393
2.49502512562814,"LINEAR_BENCHMARK",0.79725389170217,0.745342707989726,0.840842748343996,1.3692186890598,0.150662591966168
3.49753768844221,"LINEAR_BENCHMARK",0.807175669198701,0.759163533917215,0.847538535482555,1.43176175504705,0.14472851673838
4.50005025125628,"LINEAR_BENCHMARK",0.814824110430918,0.769131913398205,0.853199176236706,1.4816661467021,0.141966969270713
5.50256281407035,"LINEAR_BENCHMARK",0.821007906008462,0.776721031639901,0.85811520291378,1.52319110191593,0.141090254548824
6.50507537688442,"LINEAR_BENCHMARK",0.826173935595627,0.782728104276271,0.862458871451278,1.55875015774318,0.141387452952814
7.50758793969849,"LINEAR_BENCHMARK",0.830594178204795,0.787626086100219,0.866344072002342,1.58984417325046,0.142435868284386
8.51010050251256,"LINEAR_BENCHMARK",0.834445972522949,0.791714539252525,0.86985184672331,1.61747040711652,0.143971552021344
9.51261306532663,"LINEAR_BENCHMARK",0.837851096632574,0.795192842884527,0.873042830748287,1.64232532605523,0.145823858403594
10.5151256281407,"LINEAR_BENCHMARK",0.840896626391318,0.798199010760482,0.875964010813059,1.66491459548092,0.147879580684922
11.5176381909548,"LINEAR_BENCHMARK",0.843646879990168,0.800831698081885,0.878652734637628,1.68561697941349,0.150062132298271
12.5201507537688,"LINEAR_BENCHMARK",0.846150650577529,0.803163351609818,0.881139263140817,1.70472354461076,0.152318928215445
13.5226633165829,"LINEAR_BENCHMARK",0.848445789246855,0.805248410258163,0.883448487604723,1.72246280483121,0.154613472971331
14.525175879397,"LINEAR_BENCHMARK",0.850562220752242,0.807128604302363,0.885601135764719,1.73901745313498,0.156920260924155
15.5276884422111,"LINEAR_BENCHMARK",0.852523992195982,0.808836484941953,0.887614647677759,1.75453584850638,0.159221412175879
16.5302010050251,"LINEAR_BENCHMARK",0.854350703294721,0.810397837532696,0.889503828642331,1.76914011435559,0.161504409004793
17.5327135678392,"LINEAR_BENCHMARK",0.856058528800988,0.811833369849475,0.891281346189357,1.78293198162586,0.163760546345792
18.5352261306533,"LINEAR_BENCHMARK",0.857660964663006,0.813159917413334,0.892958114878674,1.79599709064302,0.165983854943673
19.5377386934673,"LINEAR_BENCHMARK",0.859169382609043,0.81439131979123,0.894543598489781,1.80840821520843,0.168170342977306
20.5402512562814,"LINEAR_BENCHMARK",0.860593449094591,0.815539068176205,0.896046050229688,1.82022771754954,0.17031745566391
21.5427638190955,"LINEAR_BENCHMARK",0.861941446422808,0.816612791073217,0.897472705689482,1.83150944432189,0.172423686184439
22.5452763819095,"LINEAR_BENCHMARK",0.863220522126944,0.817620623497924,0.89882993929055,1.8423002097493,0.174488293002083
23.5477889447236,"LINEAR_BENCHMARK",0.864436884951721,0.818569491099438,0.900123392188068,1.85264096929775,0.176511092851674
24.5503015075377,"LINEAR_BENCHMARK",0.865595960539549,0.819465331293234,0.901358077629844,1.86256775827514,0.178492308113426
25.5528140703518,"LINEAR_BENCHMARK",0.866702516331971,0.82031326716739,0.902538468343926,1.87211244968698,0.180432453643294
26.5553266331658,"LINEAR_BENCHMARK",0.867760762684076,0.82111774556812,0.903668569481461,1.88130337157019,0.182332252475309
27.5578391959799,"LINEAR_BENCHMARK",0.868774435406525,0.82188264772307,0.904751979861254,1.89016581395689,0.184192572814
28.560351758794,"LINEAR_BENCHMARK",0.869746863666875,0.822611378599986,0.90579194367435,1.89872244833215,0.186014380834998
29.562864321608,"LINEAR_BENCHMARK",0.870681026246618,0.823306939646528,0.906791394358601,1.90699367710739,0.187798705295918
30.5653768844221,"LINEAR_BENCHMARK",0.871579598460531,0.823971988429376,0.90775299200821,1.91499792667009,0.189546611018731
31.5678894472362,"LINEAR_BENCHMARK",0.872444991530474,0.824608887862241,0.908679155415381,1.92275189460045,0.191259179067552
32.5704020100503,"LINEAR_BENCHMARK",0.873279385818071,0.82521974709736,0.909572089631617,1.93027075939669,0.192937491999707
33.5729145728643,"LINEAR_BENCHMARK",0.874084759025834,0.82580645569406,0.910433809770959,1.93756835933151,0.194582622973468
34.5754271356784,"LINEAR_BENCHMARK",0.874862910249969,0.826370712329311,0.911266161646296,1.94465734573622,0.196195627794856
35.5779396984925,"LINEAR_BENCHMARK",0.875615480592875,0.826914049049183,0.912070839725115,1.95154931497853,0.197777539207934
