"price_usd","days_since_release","Tier1","Tier2","Tier3","Tier4","probability_high100_logistic"
0.99,338,0.766555069055731,0.185724002533503,0.0377998456648199,0.00992108274594583,0.0244869732856589
2.99,338,0.725306615426316,0.216028988606078,0.0463561501633144,0.012308245804292,0.0471870381308026
4.99,338,0.654034746695177,0.265891832096457,0.0629659481202191,0.0171074730881473,0.0795226065759105
9.99,338,0.454009552091008,0.38079171548578,0.127134734184981,0.0380639982382307,0.19365584169354
14.99,338,0.325064519642449,0.420279877011514,0.190705691659142,0.063949911686895,0.292183490159979
19.99,338,0.244771554973527,0.418483277906745,0.244578922957062,0.0921662441626665,0.365517070571916
