"model_id","n_games","tier1_n","tier2_n","tier3_n","tier4_n","log_likelihood","aic","parameter_count","convergence_code","design_rank","design_columns","max_coefficient_se","numerical_stability","warning_count","formula","weights_used","offset_used","interactions_used"
"ORDINAL_PROPORTIONAL_ODDS",2240,1101,733,293,113,-2313.74231111731,4663.48462223462,18,0,16,16,0.885799840925204,TRUE,0,"attention_tier ~ is_free + tier_price_spline_1 + tier_price_spline_2 +      tier_price_spline_3 + log_days + platform_segment + genre_action +      genre_adventure + genre_casual + genre_indie + genre_rpg +      genre_simulation + genre_strategy",FALSE,FALSE,FALSE
