"n_games","parameter_count","n_influence_diagnostics_not_defined","max_absolute_deviance_residual","max_absolute_standardized_deviance_residual","n_absolute_standardized_residual_gt_2","n_absolute_standardized_residual_gt_3","max_leverage","threshold_2p_over_n","n_leverage_above_2p_over_n","threshold_3p_over_n","n_leverage_above_3p_over_n","max_cooks_distance","threshold_4_over_n","n_cooks_above_4_over_n","n_cooks_above_0_5","n_cooks_above_1"
2998,14,0,2.43194539698584,2.43501236332645,152,0,0.0231980744098651,0.00933955970647098,162,0.0140093395597065,14,0.00700763401815934,0.00133422281521014,258,0,0
