"release_month","market_games","zero_review_pct","model20_games","model20_coverage_pct","median_reviews","median_positive_rate"
"2025-07",497,27.7665995975855,129,25.9557344064386,3,0.892486508924865
"2025-08",470,26.8085106382979,147,31.2765957446809,5,0.906926406926407
"2025-09",427,25.7611241217799,144,33.7236533957845,5,0.893009985734665
"2025-10",544,25.9191176470588,137,25.1838235294118,4,0.921460467559758
"2025-11",580,19.8275862068966,176,30.3448275862069,5,0.905579399141631
"2025-12",482,26.7634854771784,111,23.0290456431535,3,0.962562215970569
