appid,total_reviews,positive_reviews,negative_reviews,positive_rate,review_score,review_score_desc,review_language,review_purchase_type,review_type,filter_offtopic_activity,day_range,review_collected_at,review_status,schema_error,http_status,request_retry_count,request_latency_seconds,http_429_count,http_5xx_count,transport_error_count
3168400,23,22,1,0.9565217391304348,7,Positive,all,steam,all,1,365,2026-09-13T19:05:54.204405+00:00,success,,200,0,2.1720000000000255,0,0,0
3168690,10,8,2,0.8,7,Positive,all,steam,all,1,365,2026-09-13T19:05:56.330784+00:00,success,,200,0,2.030999999999949,0,0,0
3168930,34,20,14,0.5882352941176471,5,Mixed,all,steam,all,1,365,2026-09-13T19:05:58.351824+00:00,success,,200,0,1.9839999999999236,0,0,0
3169180,11,8,3,0.7272727272727273,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:06:00.379187+00:00,success,,200,0,2.092999999999847,0,0,0
3172770,51,43,8,0.8431372549019608,8,Very Positive,all,steam,all,1,365,2026-09-13T19:06:02.422736+00:00,success,,200,0,1.9369999999998981,0,0,0
3177210,44,40,4,0.9090909090909091,7,Positive,all,steam,all,1,365,2026-09-13T19:06:04.443243+00:00,success,,200,0,2.125,0,0,0
3180070,27097,25246,1851,0.9316898549654944,8,Very Positive,all,steam,all,1,365,2026-09-13T19:06:06.666931+00:00,success,,200,0,2.1089999999999236,0,0,0
3181260,12,12,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:06:08.893720+00:00,success,,200,0,2.25,0,0,0
3181830,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:06:11.148076+00:00,success,,200,0,2.217999999999847,0,0,0
3183220,98,59,39,0.6020408163265306,5,Mixed,all,steam,all,1,365,2026-09-13T19:06:13.372926+00:00,success,,200,0,2.217999999999847,0,0,0
3183410,87,80,7,0.9195402298850575,8,Very Positive,all,steam,all,1,365,2026-09-13T19:06:15.435205+00:00,success,,200,0,2.0,0,0,0
3184250,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:06:17.445448+00:00,success,,200,0,1.9540000000001783,0,0,0
3184990,272,197,75,0.7242647058823529,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:06:19.575750+00:00,success,,200,0,2.032000000000153,0,0,0
3185010,15,15,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:06:21.749799+00:00,success,,200,0,2.155999999999949,0,0,0
3185230,8,8,0,1.0,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:06:23.875669+00:00,success,,200,0,2.186999999999898,0,0,0
3185890,1132,1082,50,0.9558303886925795,9,Overwhelmingly Positive,all,steam,all,1,365,2026-09-13T19:06:26.054831+00:00,success,,200,0,2.1089999999999236,0,0,0
3186120,184,154,30,0.8369565217391305,8,Very Positive,all,steam,all,1,365,2026-09-13T19:06:28.262680+00:00,success,,200,0,2.063000000000102,0,0,0
3186250,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:06:30.361701+00:00,success,,200,0,2.1089999999999236,0,0,0
3187010,721,693,28,0.9611650485436893,9,Overwhelmingly Positive,all,steam,all,1,365,2026-09-13T19:06:32.601660+00:00,success,,200,0,2.2339999999999236,0,0,0
3188460,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:06:34.807844+00:00,success,,200,0,2.1709999999998217,0,0,0
3192970,19,19,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:06:37.018259+00:00,success,,200,0,2.2029999999999745,0,0,0
3194360,853,704,149,0.8253223915592028,8,Very Positive,all,steam,all,1,365,2026-09-13T19:06:39.023173+00:00,success,,200,0,2.030999999999949,0,0,0
3196520,79,63,16,0.7974683544303798,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:06:41.149760+00:00,success,,200,0,2.1399999999998727,0,0,0
3198760,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:06:43.246628+00:00,success,,200,0,2.1410000000000764,0,0,0
3198820,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:06:45.375999+00:00,success,,200,0,2.1399999999998727,0,0,0
3199430,66,61,5,0.9242424242424242,8,Very Positive,all,steam,all,1,365,2026-09-13T19:06:47.414271+00:00,success,,200,0,1.9369999999998981,0,0,0
3200060,175,148,27,0.8457142857142858,8,Very Positive,all,steam,all,1,365,2026-09-13T19:06:49.555032+00:00,success,,200,0,2.188000000000102,0,0,0
3200220,52,33,19,0.6346153846153846,5,Mixed,all,steam,all,1,365,2026-09-13T19:06:51.679124+00:00,success,,200,0,2.1410000000000764,0,0,0
3200260,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:06:53.912476+00:00,success,,200,0,2.2029999999999745,0,0,0
3202370,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:06:56.118914+00:00,success,,200,0,2.061999999999898,0,0,0
3202400,17,16,1,0.9411764705882353,7,Positive,all,steam,all,1,365,2026-09-13T19:06:58.381875+00:00,success,,200,0,2.280999999999949,0,0,0
3202430,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:07:00.413431+00:00,success,,200,0,2.061999999999898,0,0,0
3202950,53,50,3,0.9433962264150944,8,Very Positive,all,steam,all,1,365,2026-09-13T19:07:02.586639+00:00,success,,200,0,2.1720000000000255,0,0,0
3203160,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:07:04.813555+00:00,success,,200,0,2.125,0,0,0
3204140,5,5,0,1.0,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:07:06.908961+00:00,success,,200,0,2.2350000000001273,0,0,0
3205360,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:07:09.142235+00:00,success,,200,0,2.25,0,0,0
3205410,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:07:11.172828+00:00,success,,200,0,1.9369999999998981,0,0,0
3206550,11,8,3,0.7272727272727273,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:07:13.334879+00:00,success,,200,0,2.1410000000000764,0,0,0
3208730,12,11,1,0.9166666666666666,7,Positive,all,steam,all,1,365,2026-09-13T19:07:15.414581+00:00,success,,200,0,2.1410000000000764,0,0,0
3209480,2409,2150,259,0.8924865089248651,8,Very Positive,all,steam,all,1,365,2026-09-13T19:07:17.511486+00:00,success,,200,0,2.030999999999949,0,0,0
3210590,5,5,0,1.0,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:07:19.637912+00:00,success,,200,0,2.0779999999999745,0,0,0
3210750,11,6,5,0.5454545454545454,5,Mixed,all,steam,all,1,365,2026-09-13T19:07:21.871988+00:00,success,,200,0,2.375,0,0,0
3213600,99,94,5,0.9494949494949495,8,Very Positive,all,steam,all,1,365,2026-09-13T19:07:23.998432+00:00,success,,200,0,1.969000000000051,0,0,0
3213790,14,13,1,0.9285714285714286,7,Positive,all,steam,all,1,365,2026-09-13T19:07:26.191296+00:00,success,,200,0,2.25,0,0,0
3214220,40,23,17,0.575,5,Mixed,all,steam,all,1,365,2026-09-13T19:07:28.289717+00:00,success,,200,0,2.1399999999998727,0,0,0
3214790,32,23,9,0.71875,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:07:30.353953+00:00,success,,200,0,1.9380000000001019,0,0,0
3216500,700,562,138,0.8028571428571428,8,Very Positive,all,steam,all,1,365,2026-09-13T19:07:32.399957+00:00,success,,200,0,2.188000000000102,0,0,0
3217820,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:07:34.646885+00:00,success,,200,0,2.0470000000000255,0,0,0
3220170,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:07:36.726625+00:00,success,,200,0,2.061999999999898,0,0,0
3220180,21,19,2,0.9047619047619048,7,Positive,all,steam,all,1,365,2026-09-13T19:07:38.837355+00:00,success,,200,0,2.125,0,0,0
3220260,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:07:40.859399+00:00,success,,200,0,2.0149999999998727,0,0,0
3220430,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:07:42.949295+00:00,success,,200,0,2.0,0,0,0
3220620,49,38,11,0.7755102040816326,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:07:45.022522+00:00,success,,200,0,2.0459999999998217,0,0,0
3222920,12,12,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:07:47.228943+00:00,success,,200,0,2.2029999999999745,0,0,0
3223370,7,7,0,1.0,0,7 user reviews,all,steam,all,1,365,2026-09-13T19:07:49.245541+00:00,success,,200,0,2.030999999999949,0,0,0
3223470,4,4,0,1.0,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:07:51.282415+00:00,success,,200,0,2.0160000000000764,0,0,0
3224330,6,6,0,1.0,0,6 user reviews,all,steam,all,1,365,2026-09-13T19:07:53.351593+00:00,success,,200,0,2.061999999999898,0,0,0
3224410,1,0,1,0.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:07:55.562786+00:00,success,,200,0,2.125,0,0,0
3226580,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:07:57.707448+00:00,success,,200,0,2.1410000000000764,0,0,0
3226740,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:07:59.841164+00:00,success,,200,0,2.125,0,0,0
3227670,21,12,9,0.5714285714285714,5,Mixed,all,steam,all,1,365,2026-09-13T19:08:01.922005+00:00,success,,200,0,1.8910000000000764,0,0,0
3227790,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:08:04.143522+00:00,success,,200,0,2.2970000000000255,0,0,0
3228800,13,12,1,0.9230769230769231,7,Positive,all,steam,all,1,365,2026-09-13T19:08:06.191233+00:00,success,,200,0,2.061999999999898,0,0,0
3230030,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:08:08.389498+00:00,success,,200,0,2.094000000000051,0,0,0
3230860,9,8,1,0.8888888888888888,0,9 user reviews,all,steam,all,1,365,2026-09-13T19:08:10.489718+00:00,success,,200,0,1.9850000000001273,0,0,0
3232760,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:08:12.726498+00:00,success,,200,0,2.2350000000001273,0,0,0
3233130,115,105,10,0.9130434782608695,8,Very Positive,all,steam,all,1,365,2026-09-13T19:08:14.985539+00:00,success,,200,0,2.2040000000001783,0,0,0
3234170,8,6,2,0.75,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:08:16.993972+00:00,success,,200,0,1.9529999999999745,0,0,0
3234660,4,4,0,1.0,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:08:19.233674+00:00,success,,200,0,2.2029999999999745,0,0,0
3235740,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:08:21.404306+00:00,success,,200,0,2.155999999999949,0,0,0
3236710,520,405,115,0.7788461538461539,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:08:23.410509+00:00,success,,200,0,2.0,0,0,0
3237360,15,12,3,0.8,7,Positive,all,steam,all,1,365,2026-09-13T19:08:25.634502+00:00,success,,200,0,2.25,0,0,0
3237570,142,69,73,0.4859154929577465,5,Mixed,all,steam,all,1,365,2026-09-13T19:08:27.764662+00:00,success,,200,0,1.9839999999999236,0,0,0
3238190,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:08:29.959340+00:00,success,,200,0,2.2029999999999745,0,0,0
3239220,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:08:31.966106+00:00,success,,200,0,1.8899999999998727,0,0,0
3239500,46,45,1,0.9782608695652174,7,Positive,all,steam,all,1,365,2026-09-13T19:08:34.096678+00:00,success,,200,0,2.125,0,0,0
3239650,216,99,117,0.4583333333333333,5,Mixed,all,steam,all,1,365,2026-09-13T19:08:36.352300+00:00,success,,200,0,2.25,0,0,0
3243410,10,10,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:08:38.467155+00:00,success,,200,0,2.125,0,0,0
3244900,12,11,1,0.9166666666666666,7,Positive,all,steam,all,1,365,2026-09-13T19:08:40.654329+00:00,success,,200,0,2.092999999999847,0,0,0
3247750,4069,3602,467,0.8852297861882527,8,Very Positive,all,steam,all,1,365,2026-09-13T19:08:42.828701+00:00,success,,200,0,2.2029999999999745,0,0,0
3249650,1768,1354,414,0.7658371040723982,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:08:45.051073+00:00,success,,200,0,2.1720000000000255,0,0,0
3252250,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:08:47.102576+00:00,success,,200,0,2.063000000000102,0,0,0
3252440,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:08:49.201026+00:00,success,,200,0,1.8899999999998727,0,0,0
3253190,7,7,0,1.0,0,7 user reviews,all,steam,all,1,365,2026-09-13T19:08:51.359970+00:00,success,,200,0,2.2029999999999745,0,0,0
3256840,21,21,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:08:53.465271+00:00,success,,200,0,2.0,0,0,0
3257040,3,2,1,0.6666666666666666,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:08:55.576512+00:00,success,,200,0,2.1720000000000255,0,0,0
3262080,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:08:57.708675+00:00,success,,200,0,2.0779999999999745,0,0,0
3262560,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:08:59.913434+00:00,success,,200,0,2.125,0,0,0
3262810,8,5,3,0.625,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:09:02.098306+00:00,success,,200,0,2.2660000000000764,0,0,0
3265060,2147,2097,50,0.9767116907312529,9,Overwhelmingly Positive,all,steam,all,1,365,2026-09-13T19:09:04.112674+00:00,success,,200,0,1.9839999999999236,0,0,0
3267940,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:09:06.335304+00:00,success,,200,0,2.061999999999898,0,0,0
3268870,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:09:08.434230+00:00,success,,200,0,2.0470000000000255,0,0,0
3270580,15,14,1,0.9333333333333333,7,Positive,all,steam,all,1,365,2026-09-13T19:09:10.483331+00:00,success,,200,0,1.9839999999999236,0,0,0
3271880,5,5,0,1.0,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:09:12.721890+00:00,success,,200,0,2.3600000000001273,0,0,0
3272170,139,134,5,0.9640287769784173,8,Very Positive,all,steam,all,1,365,2026-09-13T19:09:14.925779+00:00,success,,200,0,1.9529999999999745,0,0,0
3273550,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:09:17.005312+00:00,success,,200,0,2.563000000000102,0,0,0
3273650,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:09:19.070825+00:00,success,,200,0,1.5779999999999745,0,0,0
3273660,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:09:21.313567+00:00,success,,200,0,2.313000000000102,0,0,0
3273740,13,13,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:09:23.410118+00:00,success,,200,0,1.905999999999949,0,0,0
3275460,18,18,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:09:25.510883+00:00,success,,200,0,2.2029999999999745,0,0,0
3276950,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:09:27.626597+00:00,success,,200,0,1.9839999999999236,0,0,0
3276960,13,13,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:09:29.860601+00:00,success,,200,0,2.125,0,0,0
3277640,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:09:31.931556+00:00,success,,200,0,2.1410000000000764,0,0,0
3279170,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:09:33.963539+00:00,success,,200,0,1.9369999999998981,0,0,0
3279410,63,58,5,0.9206349206349206,8,Very Positive,all,steam,all,1,365,2026-09-13T19:09:36.217382+00:00,success,,200,0,2.344000000000051,0,0,0
3281330,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:09:38.283377+00:00,success,,200,0,1.9529999999999745,0,0,0
3281380,17,17,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:09:40.319352+00:00,success,,200,0,1.9850000000001273,0,0,0
3282260,12,12,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:09:42.341339+00:00,success,,200,0,2.1720000000000255,0,0,0
3282690,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:09:44.474598+00:00,success,,200,0,1.969000000000051,0,0,0
3282980,16,12,4,0.75,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:09:46.560595+00:00,success,,200,0,2.030999999999949,0,0,0
3290390,94,83,11,0.8829787234042553,8,Very Positive,all,steam,all,1,365,2026-09-13T19:09:48.786570+00:00,success,,200,0,2.186999999999898,0,0,0
3290600,39,28,11,0.717948717948718,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:09:50.988281+00:00,success,,200,0,2.155999999999949,0,0,0
3291040,4,4,0,1.0,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:09:52.999844+00:00,success,,200,0,2.0,0,0,0
3291090,10,6,4,0.6,5,Mixed,all,steam,all,1,365,2026-09-13T19:09:55.240682+00:00,success,,200,0,2.188000000000102,0,0,0
3292750,4,4,0,1.0,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:09:57.279886+00:00,success,,200,0,2.2350000000001273,0,0,0
3293010,9479,9016,463,0.9511551851461124,9,Overwhelmingly Positive,all,steam,all,1,365,2026-09-13T19:09:59.472404+00:00,success,,200,0,1.8899999999998727,0,0,0
3293180,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:10:01.494995+00:00,success,,200,0,2.0,0,0,0
3294020,22,21,1,0.9545454545454546,7,Positive,all,steam,all,1,365,2026-09-13T19:10:03.499649+00:00,success,,200,0,2.0,0,0,0
3294570,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:10:05.610530+00:00,success,,200,0,1.9839999999999236,0,0,0
3295350,8,7,1,0.875,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:10:07.705274+00:00,success,,200,0,2.1089999999999236,0,0,0
3295680,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:10:09.840549+00:00,success,,200,0,2.032000000000153,0,0,0
3297940,22,13,9,0.5909090909090909,5,Mixed,all,steam,all,1,365,2026-09-13T19:10:12.048068+00:00,success,,200,0,2.3279999999999745,0,0,0
3299340,23,19,4,0.8260869565217391,7,Positive,all,steam,all,1,365,2026-09-13T19:10:14.245476+00:00,success,,200,0,2.094000000000051,0,0,0
3299830,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:10:16.388416+00:00,success,,200,0,2.1410000000000764,0,0,0
3300300,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:10:18.578643+00:00,success,,200,0,2.063000000000102,0,0,0
3300760,13,11,2,0.8461538461538461,7,Positive,all,steam,all,1,365,2026-09-13T19:10:20.832489+00:00,success,,200,0,2.1720000000000255,0,0,0
3302620,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:10:22.917172+00:00,success,,200,0,2.0470000000000255,0,0,0
3304050,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:10:25.013520+00:00,success,,200,0,2.0779999999999745,0,0,0
3305120,10,4,6,0.4,5,Mixed,all,steam,all,1,365,2026-09-13T19:10:27.252131+00:00,success,,200,0,2.2339999999999236,0,0,0
3305920,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:10:29.381412+00:00,success,,200,0,2.0,0,0,0
3308220,13,13,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:10:31.590601+00:00,success,,200,0,2.219000000000051,0,0,0
3308330,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:10:33.610967+00:00,success,,200,0,1.9529999999999745,0,0,0
3308870,2674,2541,133,0.9502617801047121,9,Overwhelmingly Positive,all,steam,all,1,365,2026-09-13T19:10:35.729795+00:00,success,,200,0,2.280999999999949,0,0,0
3309750,486,485,1,0.9979423868312757,8,Very Positive,all,steam,all,1,365,2026-09-13T19:10:37.820518+00:00,success,,200,0,2.0160000000000764,0,0,0
3312430,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:10:39.838518+00:00,success,,200,0,1.844000000000051,0,0,0
3313200,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:10:42.039481+00:00,success,,200,0,2.1410000000000764,0,0,0
3314790,24603,22176,2427,0.9013534934764054,8,Very Positive,all,steam,all,1,365,2026-09-13T19:10:44.230670+00:00,success,,200,0,2.2970000000000255,0,0,0
3316690,16,16,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:10:46.298267+00:00,success,,200,0,1.969000000000051,0,0,0
3317620,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:10:48.410572+00:00,success,,200,0,2.125,0,0,0
3318080,6,5,1,0.8333333333333334,0,6 user reviews,all,steam,all,1,365,2026-09-13T19:10:50.460782+00:00,success,,200,0,1.9529999999999745,0,0,0
3318490,9,3,6,0.3333333333333333,0,9 user reviews,all,steam,all,1,365,2026-09-13T19:10:52.511193+00:00,success,,200,0,2.0470000000000255,0,0,0
3321850,4,4,0,1.0,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:10:54.581888+00:00,success,,200,0,1.9529999999999745,0,0,0
3323040,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:10:56.710446+00:00,success,,200,0,2.155999999999949,0,0,0
3323260,8,5,3,0.625,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:10:58.946606+00:00,success,,200,0,2.125,0,0,0
3323850,394,375,19,0.9517766497461929,8,Very Positive,all,steam,all,1,365,2026-09-13T19:11:01.075709+00:00,success,,200,0,2.1089999999999236,0,0,0
3324980,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:11:03.157832+00:00,success,,200,0,2.0779999999999745,0,0,0
3325500,557,436,121,0.7827648114901257,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:11:05.242358+00:00,success,,200,0,2.0779999999999745,0,0,0
3326580,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:11:07.314019+00:00,success,,200,0,2.1089999999999236,0,0,0
3327640,153,124,29,0.8104575163398693,8,Very Positive,all,steam,all,1,365,2026-09-13T19:11:09.489825+00:00,success,,200,0,2.2029999999999745,0,0,0
3328180,62,56,6,0.9032258064516129,8,Very Positive,all,steam,all,1,365,2026-09-13T19:11:11.726714+00:00,success,,200,0,2.0,0,0,0
3329260,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:11:13.858215+00:00,success,,200,0,2.061999999999898,0,0,0
3330410,6,6,0,1.0,0,6 user reviews,all,steam,all,1,365,2026-09-13T19:11:15.939809+00:00,success,,200,0,2.186999999999898,0,0,0
3330420,10,10,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:11:17.973354+00:00,success,,200,0,1.8910000000000764,0,0,0
3330510,3,2,1,0.6666666666666666,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:11:19.989940+00:00,success,,200,0,2.0470000000000255,0,0,0
3332140,3,0,3,0.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:11:22.164949+00:00,success,,200,0,2.157000000000153,0,0,0
3333310,4,2,2,0.5,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:11:24.324497+00:00,success,,200,0,2.032000000000153,0,0,0
3334770,4,4,0,1.0,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:11:26.529614+00:00,success,,200,0,2.186999999999898,0,0,0
3337710,4,3,1,0.75,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:11:28.616686+00:00,success,,200,0,2.063000000000102,0,0,0
3339810,89,86,3,0.9662921348314607,8,Very Positive,all,steam,all,1,365,2026-09-13T19:11:30.698440+00:00,success,,200,0,2.1720000000000255,0,0,0
3341510,109,83,26,0.7614678899082569,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:11:32.768852+00:00,success,,200,0,1.9540000000001783,0,0,0
3342150,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:11:34.825397+00:00,success,,200,0,1.9380000000001019,0,0,0
3342800,137,130,7,0.948905109489051,8,Very Positive,all,steam,all,1,365,2026-09-13T19:11:37.030414+00:00,success,,200,0,2.1709999999998217,0,0,0
3342900,1,0,1,0.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:11:39.268455+00:00,success,,200,0,2.2339999999999236,0,0,0
3343940,33,26,7,0.7878787878787878,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:11:41.495798+00:00,success,,200,0,2.2029999999999745,0,0,0
3344770,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:11:43.676664+00:00,success,,200,0,2.094000000000051,0,0,0
3348510,3,2,1,0.6666666666666666,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:11:45.808389+00:00,success,,200,0,2.1720000000000255,0,0,0
3348910,27,15,12,0.5555555555555556,5,Mixed,all,steam,all,1,365,2026-09-13T19:11:48.055879+00:00,success,,200,0,2.094000000000051,0,0,0
3350870,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:11:50.097765+00:00,success,,200,0,2.0,0,0,0
3351040,6,3,3,0.5,0,6 user reviews,all,steam,all,1,365,2026-09-13T19:11:52.171306+00:00,success,,200,0,2.1720000000000255,0,0,0
3352160,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:11:54.375464+00:00,success,,200,0,2.0779999999999745,0,0,0
3353000,4,3,1,0.75,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:11:56.474221+00:00,success,,200,0,2.1100000000001273,0,0,0
3354220,173,143,30,0.8265895953757225,8,Very Positive,all,steam,all,1,365,2026-09-13T19:11:58.702240+00:00,success,,200,0,2.1399999999998727,0,0,0
3354320,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:12:00.893216+00:00,success,,200,0,2.1100000000001273,0,0,0
3354750,286,200,86,0.6993006993006993,5,Mixed,all,steam,all,1,365,2026-09-13T19:12:03.145093+00:00,success,,200,0,2.2339999999999236,0,0,0
3355080,8,7,1,0.875,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:12:05.384957+00:00,success,,200,0,2.155999999999949,0,0,0
3355830,16,16,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:12:07.593630+00:00,success,,200,0,2.3290000000001783,0,0,0
3355900,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:12:09.809438+00:00,success,,200,0,2.032000000000153,0,0,0
3356250,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:12:12.005700+00:00,success,,200,0,2.25,0,0,0
3356350,31,30,1,0.967741935483871,7,Positive,all,steam,all,1,365,2026-09-13T19:12:14.107006+00:00,success,,200,0,2.1089999999999236,0,0,0
3356360,20,18,2,0.9,7,Positive,all,steam,all,1,365,2026-09-13T19:12:16.305702+00:00,success,,200,0,2.094000000000051,0,0,0
3359450,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:12:18.559447+00:00,success,,200,0,2.2040000000001783,0,0,0
3359900,84,68,16,0.8095238095238095,8,Very Positive,all,steam,all,1,365,2026-09-13T19:12:20.622013+00:00,success,,200,0,1.9540000000001783,0,0,0
3359910,38,32,6,0.8421052631578947,7,Positive,all,steam,all,1,365,2026-09-13T19:12:22.663445+00:00,success,,200,0,2.2040000000001783,0,0,0
