appid,total_reviews,positive_reviews,negative_reviews,positive_rate,review_score,review_score_desc,review_language,review_purchase_type,review_type,filter_offtopic_activity,day_range,review_collected_at,review_status,schema_error,http_status,request_retry_count,request_latency_seconds,http_429_count,http_5xx_count,transport_error_count
3754370,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:37:26.574037+00:00,success,,200,0,2.094000000000051,0,0,0
3754500,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:37:28.671010+00:00,success,,200,0,1.9840000000003783,0,0,0
3754800,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:37:30.928337+00:00,success,,200,0,2.2039999999997235,0,0,0
3755360,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:37:33.036250+00:00,success,,200,0,2.094000000000051,0,0,0
3755860,7297,6947,350,0.9520350829107852,9,Overwhelmingly Positive,all,steam,all,1,365,2026-09-13T19:37:35.135869+00:00,success,,200,0,1.9679999999998472,0,0,0
3757190,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:37:37.312246+00:00,success,,200,0,2.092999999999847,0,0,0
3757210,1144,854,290,0.7465034965034965,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:37:39.532588+00:00,success,,200,0,2.233999999999469,0,0,0
3757240,26,26,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:37:41.762950+00:00,success,,200,0,2.2030000000004293,0,0,0
3757740,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:37:43.981842+00:00,success,,200,0,2.1090000000003783,0,0,0
3758560,16,16,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:37:46.032113+00:00,success,,200,0,1.9839999999994689,0,0,0
3758630,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:37:48.060074+00:00,success,,200,0,2.032000000000153,0,0,0
3758650,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:37:50.094765+00:00,success,,200,0,2.0159999999996217,0,0,0
3759140,144,125,19,0.8680555555555556,8,Very Positive,all,steam,all,1,365,2026-09-13T19:37:52.336452+00:00,success,,200,0,2.17200000000048,0,0,0
3759390,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:37:54.512397+00:00,success,,200,0,2.0469999999995707,0,0,0
3759820,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:37:56.661899+00:00,success,,200,0,2.2030000000004293,0,0,0
3760620,8,8,0,1.0,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:37:58.702627+00:00,success,,200,0,1.9380000000001019,0,0,0
3761040,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:00.880898+00:00,success,,200,0,2.092999999999847,0,0,0
3761560,9,8,1,0.8888888888888888,0,9 user reviews,all,steam,all,1,365,2026-09-13T19:38:03.013098+00:00,success,,200,0,2.092999999999847,0,0,0
3761810,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:05.140146+00:00,success,,200,0,2.0780000000004293,0,0,0
3762110,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:38:07.315202+00:00,success,,200,0,2.0469999999995707,0,0,0
3762650,88,80,8,0.9090909090909091,8,Very Positive,all,steam,all,1,365,2026-09-13T19:38:09.451754+00:00,success,,200,0,2.1099999999996726,0,0,0
3762990,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:11.540142+00:00,success,,200,0,2.094000000000051,0,0,0
3763000,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:38:13.715650+00:00,success,,200,0,2.092999999999847,0,0,0
3764120,33,29,4,0.8787878787878788,7,Positive,all,steam,all,1,365,2026-09-13T19:38:15.848330+00:00,success,,200,0,2.094000000000051,0,0,0
3764230,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:17.856550+00:00,success,,200,0,1.8590000000003783,0,0,0
3765890,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:20.038171+00:00,success,,200,0,2.20299999999952,0,0,0
3766170,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:38:22.260494+00:00,success,,200,0,2.1090000000003783,0,0,0
3766740,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:24.304216+00:00,success,,200,0,1.9840000000003783,0,0,0
3766870,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:26.466493+00:00,success,,200,0,2.0789999999997235,0,0,0
3767280,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:28.517307+00:00,success,,200,0,2.29700000000048,0,0,0
3768490,3,2,1,0.6666666666666666,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:38:30.544042+00:00,success,,200,0,1.6719999999995707,0,0,0
3769130,8273,7729,544,0.9342439260244167,8,Very Positive,all,steam,all,1,365,2026-09-13T19:38:32.742289+00:00,success,,200,0,2.186999999999898,0,0,0
3769330,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:34.811378+00:00,success,,200,0,1.875,0,0,0
3769520,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:36.902947+00:00,success,,200,0,2.04700000000048,0,0,0
3769970,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:39.021488+00:00,success,,200,0,2.139999999999418,0,0,0
3770260,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:38:41.231927+00:00,success,,200,0,2.20299999999952,0,0,0
3770400,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:43.362492+00:00,success,,200,0,1.9840000000003783,0,0,0
3771390,152,87,65,0.5723684210526315,5,Mixed,all,steam,all,1,365,2026-09-13T19:38:45.530934+00:00,success,,200,0,2.219000000000051,0,0,0
3771610,16,13,3,0.8125,7,Positive,all,steam,all,1,365,2026-09-13T19:38:47.629465+00:00,success,,200,0,1.969000000000051,0,0,0
3771660,34,21,13,0.6176470588235294,5,Mixed,all,steam,all,1,365,2026-09-13T19:38:49.743136+00:00,success,,200,0,2.092999999999847,0,0,0
3771890,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:51.938962+00:00,success,,200,0,2.29700000000048,0,0,0
3772060,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:38:54.135248+00:00,success,,200,0,2.0,0,0,0
3772460,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:38:56.192310+00:00,success,,200,0,2.0,0,0,0
3773590,177,137,40,0.7740112994350282,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:38:58.328094+00:00,success,,200,0,2.3909999999996217,0,0,0
3775190,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:39:00.494883+00:00,success,,200,0,1.7970000000004802,0,0,0
3775390,7,7,0,1.0,0,7 user reviews,all,steam,all,1,365,2026-09-13T19:39:02.605465+00:00,success,,200,0,2.375,0,0,0
3776630,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:39:04.849345+00:00,success,,200,0,1.780999999999949,0,0,0
3776910,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:07.029804+00:00,success,,200,0,2.217999999999847,0,0,0
3777690,5,3,2,0.6,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:39:09.132366+00:00,success,,200,0,1.9839999999994689,0,0,0
3778040,117,83,34,0.7094017094017094,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:39:11.295285+00:00,success,,200,0,2.092999999999847,0,0,0
3778380,20,15,5,0.75,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:39:13.365552+00:00,success,,200,0,2.0159999999996217,0,0,0
3778770,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:15.532101+00:00,success,,200,0,2.0460000000002765,0,0,0
3778870,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:17.730067+00:00,success,,200,0,2.186999999999898,0,0,0
3779170,3,0,3,0.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:39:19.799346+00:00,success,,200,0,2.0159999999996217,0,0,0
3779280,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:39:21.890179+00:00,success,,200,0,2.0789999999997235,0,0,0
3779680,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:23.934725+00:00,success,,200,0,1.875,0,0,0
3779910,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:39:26.148136+00:00,success,,200,0,2.2030000000004293,0,0,0
3781840,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:28.262210+00:00,success,,200,0,2.094000000000051,0,0,0
3782410,11,9,2,0.8181818181818182,7,Positive,all,steam,all,1,365,2026-09-13T19:39:30.514030+00:00,success,,200,0,2.1400000000003274,0,0,0
3783190,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:39:32.722328+00:00,success,,200,0,2.1719999999995707,0,0,0
3783850,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:39:34.971080+00:00,success,,200,0,2.2340000000003783,0,0,0
3784100,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:37.080067+00:00,success,,200,0,1.9839999999994689,0,0,0
3784110,3,1,2,0.3333333333333333,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:39:39.146077+00:00,success,,200,0,1.9840000000003783,0,0,0
3784130,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:39:41.171142+00:00,success,,200,0,2.063000000000102,0,0,0
3785590,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:43.331778+00:00,success,,200,0,2.07799999999952,0,0,0
3785720,267,230,37,0.8614232209737828,8,Very Positive,all,steam,all,1,365,2026-09-13T19:39:45.417032+00:00,success,,200,0,2.094000000000051,0,0,0
3786040,16,8,8,0.5,5,Mixed,all,steam,all,1,365,2026-09-13T19:39:47.644821+00:00,success,,200,0,2.155999999999949,0,0,0
3786950,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:49.874304+00:00,success,,200,0,2.0159999999996217,0,0,0
3787000,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:51.954130+00:00,success,,200,0,2.063000000000102,0,0,0
3787120,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:54.085799+00:00,success,,200,0,2.155999999999949,0,0,0
3788170,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:39:56.216361+00:00,success,,200,0,2.0780000000004293,0,0,0
3788190,9,3,6,0.3333333333333333,0,9 user reviews,all,steam,all,1,365,2026-09-13T19:39:58.237794+00:00,success,,200,0,2.0159999999996217,0,0,0
3788370,4,0,4,0.0,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:40:00.304372+00:00,success,,200,0,1.9530000000004293,0,0,0
3788740,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:40:02.402157+00:00,success,,200,0,2.092999999999847,0,0,0
3788860,5,4,1,0.8,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:40:04.563418+00:00,success,,200,0,2.0469999999995707,0,0,0
3789090,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:40:06.681617+00:00,success,,200,0,2.1090000000003783,0,0,0
3789290,5,5,0,1.0,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:40:08.752080+00:00,success,,200,0,1.9369999999998981,0,0,0
3789440,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:40:11.004467+00:00,success,,200,0,2.405999999999949,0,0,0
3790060,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:13.248350+00:00,success,,200,0,2.0469999999995707,0,0,0
3790080,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:40:15.457603+00:00,success,,200,0,2.25,0,0,0
3790760,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:17.484570+00:00,success,,200,0,1.9530000000004293,0,0,0
3790770,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:19.587951+00:00,success,,200,0,1.969000000000051,0,0,0
3791610,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:21.722915+00:00,success,,200,0,2.155999999999949,0,0,0
3792500,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:40:23.760381+00:00,success,,200,0,2.092999999999847,0,0,0
3792540,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:40:25.916185+00:00,success,,200,0,2.0159999999996217,0,0,0
3792560,1,0,1,0.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:40:28.112727+00:00,success,,200,0,2.094000000000051,0,0,0
3792570,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:40:30.308952+00:00,success,,200,0,2.2340000000003783,0,0,0
3792610,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:40:32.488694+00:00,success,,200,0,2.0780000000004293,0,0,0
3792960,5,3,2,0.6,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:40:34.516547+00:00,success,,200,0,1.9210000000002765,0,0,0
3793120,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:36.554565+00:00,success,,200,0,2.0469999999995707,0,0,0
3793430,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:40:38.686313+00:00,success,,200,0,1.969000000000051,0,0,0
3793510,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:40:40.891629+00:00,success,,200,0,2.235000000000582,0,0,0
3793730,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:40:42.974335+00:00,success,,200,0,2.094000000000051,0,0,0
3793790,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:44.987616+00:00,success,,200,0,1.844000000000051,0,0,0
3794290,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:40:47.106598+00:00,success,,200,0,2.141000000000531,0,0,0
3794730,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:49.172766+00:00,success,,200,0,1.9849999999996726,0,0,0
3795140,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:40:51.348522+00:00,success,,200,0,2.094000000000051,0,0,0
3795490,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:53.542109+00:00,success,,200,0,2.20299999999952,0,0,0
3795850,9,8,1,0.8888888888888888,0,9 user reviews,all,steam,all,1,365,2026-09-13T19:40:55.565762+00:00,success,,200,0,1.905999999999949,0,0,0
3795950,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:40:57.679832+00:00,success,,200,0,2.0780000000004293,0,0,0
3796060,5,5,0,1.0,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:40:59.936643+00:00,success,,200,0,2.186999999999898,0,0,0
3797390,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:41:02.171528+00:00,success,,200,0,3.3289999999997235,0,0,0
3797700,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:41:04.213896+00:00,success,,200,0,0.8590000000003783,0,0,0
3797830,14,14,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:41:06.357778+00:00,success,,200,0,1.9840000000003783,0,0,0
3797930,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:08.491727+00:00,success,,200,0,2.030999999999949,0,0,0
3798230,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:10.674061+00:00,success,,200,0,2.219000000000051,0,0,0
3798300,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:12.742696+00:00,success,,200,0,1.9530000000004293,0,0,0
3798420,7,7,0,1.0,0,7 user reviews,all,steam,all,1,365,2026-09-13T19:41:14.921245+00:00,success,,200,0,2.110000000000582,0,0,0
3798730,6,3,3,0.5,0,6 user reviews,all,steam,all,1,365,2026-09-13T19:41:16.943245+00:00,success,,200,0,2.07799999999952,0,0,0
3799100,851,708,143,0.8319623971797885,8,Very Positive,all,steam,all,1,365,2026-09-13T19:41:19.145129+00:00,success,,200,0,2.1099999999996726,0,0,0
3799290,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:21.350879+00:00,success,,200,0,2.092999999999847,0,0,0
3800640,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:23.419453+00:00,success,,200,0,2.0,0,0,0
3800670,11,10,1,0.9090909090909091,7,Positive,all,steam,all,1,365,2026-09-13T19:41:25.458491+00:00,success,,200,0,2.0150000000003274,0,0,0
3800900,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:27.633331+00:00,success,,200,0,2.469000000000051,0,0,0
3801180,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:29.861671+00:00,success,,200,0,1.9369999999998981,0,0,0
3801380,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:32.116979+00:00,success,,200,0,2.125,0,0,0
3801500,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:41:34.199816+00:00,success,,200,0,2.1090000000003783,0,0,0
3801520,19,12,7,0.631578947368421,5,Mixed,all,steam,all,1,365,2026-09-13T19:41:36.336775+00:00,success,,200,0,1.9839999999994689,0,0,0
3802110,8,7,1,0.875,0,8 user reviews,all,steam,all,1,365,2026-09-13T19:41:38.479729+00:00,success,,200,0,2.1090000000003783,0,0,0
3802720,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:40.716401+00:00,success,,200,0,2.280999999999949,0,0,0
3803040,4,3,1,0.75,0,4 user reviews,all,steam,all,1,365,2026-09-13T19:41:42.729628+00:00,success,,200,0,3.3900000000003274,0,0,0
3803860,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:41:44.855837+00:00,success,,200,0,0.625,0,0,0
3803930,250,197,53,0.788,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:41:47.111792+00:00,success,,200,0,2.20299999999952,0,0,0
3804040,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:49.243048+00:00,success,,200,0,1.9530000000004293,0,0,0
3805690,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:41:51.387473+00:00,success,,200,0,2.5,0,0,0
3805710,85,81,4,0.9529411764705882,8,Very Positive,all,steam,all,1,365,2026-09-13T19:41:53.610256+00:00,success,,200,0,1.875,0,0,0
3806110,5,4,1,0.8,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:41:55.766999+00:00,success,,200,0,2.719000000000051,0,0,0
3806300,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:41:57.950693+00:00,success,,200,0,1.375,0,0,0
3806520,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:42:00.188981+00:00,success,,200,0,2.2969999999995707,0,0,0
3807000,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:42:02.321291+00:00,success,,200,0,1.9529999999995198,0,0,0
3807080,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:42:04.375245+00:00,success,,200,0,2.07799999999952,0,0,0
3807440,3,3,0,1.0,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:42:06.583477+00:00,success,,200,0,2.188000000000102,0,0,0
3807530,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:08.763630+00:00,success,,200,0,2.125,0,0,0
3807550,230,225,5,0.9782608695652174,8,Very Positive,all,steam,all,1,365,2026-09-13T19:42:10.896125+00:00,success,,200,0,2.0780000000004293,0,0,0
3807570,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:13.123742+00:00,success,,200,0,2.217999999999847,0,0,0
3807670,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:15.198667+00:00,success,,200,0,2.3599999999996726,0,0,0
3807790,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:42:17.440571+00:00,success,,200,0,1.844000000000051,0,0,0
3807930,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:19.449165+00:00,success,,200,0,2.063000000000102,0,0,0
3808410,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:42:21.613817+00:00,success,,200,0,2.1090000000003783,0,0,0
3808550,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:23.726720+00:00,success,,200,0,2.0,0,0,0
3808890,2,1,1,0.5,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:42:25.764375+00:00,success,,200,0,1.875,0,0,0
3809220,7,7,0,1.0,0,7 user reviews,all,steam,all,1,365,2026-09-13T19:42:27.987486+00:00,success,,200,0,2.280999999999949,0,0,0
3809620,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:30.123501+00:00,success,,200,0,3.436999999999898,0,0,0
3809630,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:32.346396+00:00,success,,200,0,0.7649999999994179,0,0,0
3809740,21,19,2,0.9047619047619048,7,Positive,all,steam,all,1,365,2026-09-13T19:42:34.387840+00:00,success,,200,0,2.030999999999949,0,0,0
3809890,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:36.600324+00:00,success,,200,0,2.014999999999418,0,0,0
3809950,3,2,1,0.6666666666666666,0,3 user reviews,all,steam,all,1,365,2026-09-13T19:42:38.716542+00:00,success,,200,0,2.155999999999949,0,0,0
3810010,37,35,2,0.9459459459459459,7,Positive,all,steam,all,1,365,2026-09-13T19:42:40.930066+00:00,success,,200,0,2.125,0,0,0
3810250,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:42.966179+00:00,success,,200,0,1.9369999999998981,0,0,0
3810990,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:42:45.067252+00:00,success,,200,0,2.063000000000102,0,0,0
3812120,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:42:47.262835+00:00,success,,200,0,2.155999999999949,0,0,0
3812170,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:49.332346+00:00,success,,200,0,2.17200000000048,0,0,0
3812200,20,16,4,0.8,7,Positive,all,steam,all,1,365,2026-09-13T19:42:51.461046+00:00,success,,200,0,1.9839999999994689,0,0,0
3812230,6,1,5,0.16666666666666666,0,6 user reviews,all,steam,all,1,365,2026-09-13T19:42:53.669809+00:00,success,,200,0,2.1719999999995707,0,0,0
3812360,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:42:55.723598+00:00,success,,200,0,1.9839999999994689,0,0,0
3812580,24,24,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:42:57.855350+00:00,success,,200,0,1.9530000000004293,0,0,0
3812840,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:43:00.084873+00:00,success,,200,0,2.219000000000051,0,0,0
3812970,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:43:02.299129+00:00,success,,200,0,2.1400000000003274,0,0,0
3813150,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:43:04.525540+00:00,success,,200,0,2.235000000000582,0,0,0
3813260,13,12,1,0.9230769230769231,7,Positive,all,steam,all,1,365,2026-09-13T19:43:06.769060+00:00,success,,200,0,2.155999999999949,0,0,0
3813350,209,163,46,0.7799043062200957,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:43:08.855525+00:00,success,,200,0,2.063000000000102,0,0,0
3814190,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:43:10.892593+00:00,success,,200,0,2.0,0,0,0
3814230,5,3,2,0.6,0,5 user reviews,all,steam,all,1,365,2026-09-13T19:43:13.086738+00:00,success,,200,0,2.1090000000003783,0,0,0
3814340,230,206,24,0.8956521739130435,8,Very Positive,all,steam,all,1,365,2026-09-13T19:43:15.316128+00:00,success,,200,0,2.2039999999997235,0,0,0
3814580,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:43:17.557532+00:00,success,,200,0,2.313000000000102,0,0,0
3814610,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:43:19.733982+00:00,success,,200,0,2.0780000000004293,0,0,0
3814630,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:43:21.864723+00:00,success,,200,0,2.032000000000153,0,0,0
3814660,1,0,1,0.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:43:23.890289+00:00,success,,200,0,1.9529999999995198,0,0,0
3814680,193,113,80,0.5854922279792746,5,Mixed,all,steam,all,1,365,2026-09-13T19:43:26.086793+00:00,success,,200,0,2.061999999999898,0,0,0
3815000,28,21,7,0.75,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:43:28.155539+00:00,success,,200,0,2.0150000000003274,0,0,0
3815050,59,45,14,0.7627118644067796,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:43:30.196428+00:00,success,,200,0,2.139999999999418,0,0,0
3815120,2,2,0,1.0,0,2 user reviews,all,steam,all,1,365,2026-09-13T19:43:32.311071+00:00,success,,200,0,2.0,0,0,0
3815170,12,10,2,0.8333333333333334,7,Positive,all,steam,all,1,365,2026-09-13T19:43:34.412270+00:00,success,,200,0,2.125,0,0,0
3815750,455,323,132,0.7098901098901099,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:43:36.656400+00:00,success,,200,0,2.20299999999952,0,0,0
3816450,141,127,14,0.900709219858156,8,Very Positive,all,steam,all,1,365,2026-09-13T19:43:38.875070+00:00,success,,200,0,2.032000000000153,0,0,0
3816550,54,54,0,1.0,8,Very Positive,all,steam,all,1,365,2026-09-13T19:43:41.128311+00:00,success,,200,0,2.188000000000102,0,0,0
3816700,554,528,26,0.9530685920577617,9,Overwhelmingly Positive,all,steam,all,1,365,2026-09-13T19:43:43.200473+00:00,success,,200,0,2.030999999999949,0,0,0
3816720,28,27,1,0.9642857142857143,7,Positive,all,steam,all,1,365,2026-09-13T19:43:45.237748+00:00,success,,200,0,2.125,0,0,0
3817040,23,23,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:43:47.428814+00:00,success,,200,0,2.07799999999952,0,0,0
3817090,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:43:49.577331+00:00,success,,200,0,2.0,0,0,0
3817110,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:43:51.692475+00:00,success,,200,0,2.108999999999469,0,0,0
3817720,13,13,0,1.0,7,Positive,all,steam,all,1,365,2026-09-13T19:43:53.791765+00:00,success,,200,0,2.094000000000051,0,0,0
3817790,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:43:55.941873+00:00,success,,200,0,2.063000000000102,0,0,0
3817910,26,19,7,0.7307692307692307,6,Mostly Positive,all,steam,all,1,365,2026-09-13T19:43:58.076665+00:00,success,,200,0,2.063000000000102,0,0,0
3817930,1,1,0,1.0,0,1 user reviews,all,steam,all,1,365,2026-09-13T19:44:00.331208+00:00,success,,200,0,2.25,0,0,0
3818230,0,0,0,,0,No user reviews,all,steam,all,1,365,2026-09-13T19:44:02.514865+00:00,success,,200,0,2.0159999999996217,0,0,0
