sample_id,appid,name,release_date,release_month,developer,publisher,is_free,platform_windows,platform_mac,platform_linux,appdetails_status,app_type,list_price_cents,current_price_cents,discount_percent,price_currency,price_overview_present,list_price_usd,current_price_usd,metadata_collected_at,search_release_date,store_release_date,release_date_conflict,is_early_access,sample_seed,sampling_stratum,sampling_source
196,3519810,JungleBoys,2025-07-15,2025-07,"[""Clefairyx""]","[""Clefairyx""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T15:26:47.066320+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
197,3538140,Heading Over It with The Twins,2025-07-15,2025-07,"[""ruf256""]","[""ruf256""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:29:37.698078+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
198,3603110,Favela Kick: The Final Goal,2025-07-15,2025-07,"[""Vladimir Pliashkun""]","[""Vladimir Pliashkun""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T15:42:54.457709+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
199,3630930,Art Together,2025-07-15,2025-07,"[""Oxalis Studios""]","[""Oxalis Studios""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T15:49:42.929330+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
200,3702810,Hellbound: Reign of El Diablo,2025-07-15,2025-07,"[""SodaFrizz""]","[""SodaFrizz""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T16:09:53.992897+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
201,3710070,COLONY 13 - Into The Void,2025-07-15,2025-07,"[""3M SOUND A STUDIO""]","[""3M SOUND A STUDIO""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T16:13:48.941568+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
202,3725130,Meow Path 2,2025-07-15,2025-07,"[""OKCITY""]","[""OKCITY""]",False,True,False,False,success,game,199,129,35,USD,True,1.99,1.29,2026-09-12T16:18:14.248596+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
203,3766740,Church Crew,2025-07-15,2025-07,"[""Batuhan YILDIRIM""]","[""Batuhan YILDIRIM""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:29:54.087550+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
204,3796060,Area Zero,2025-07-15,2025-07,"[""Ephemeral Technical Arts""]","[""Ephemeral Technical Arts""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:39:51.418874+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
205,3817110,CAPTAIN FIRAT,2025-07-15,2025-07,"["" FIRAT ÖZDEMİR""]","[""AMİRAL GAMES""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:50:07.930906+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
206,3828490,Monster Destroyer,2025-07-15,2025-07,"[""虚拟梦""]","[""虚拟梦""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T16:55:54.659482+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
207,3837970,Don't Let Me Fade,2025-07-15,2025-07,"[""AinkOink""]","[""AinkOink""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T17:06:47.690923+00:00,2025-07-15,2025-07-15,False,,20250911,2025-07,proportional_stratified_random_sample
208,1427070,Mascot Mayhem,2025-07-16,2025-07,"[""Cherry Bomb Interactive""]","[""Cherry Bomb Interactive""]",False,True,False,False,success,game,799,799,0,USD,True,7.99,7.99,2026-09-12T13:06:01.312634+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
209,1548180,Worship,2025-07-16,2025-07,"[""Chasing Rats Games""]","[""Chasing Rats Games""]",False,True,False,False,success,game,1999,1999,0,USD,True,19.99,19.99,2026-09-12T13:07:57.461322+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
210,2377620,Lord O' Pirates,2025-07-16,2025-07,"[""One Flow Man""]","[""Treestyle Studios LLC""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T13:40:21.575486+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
211,2659840,A-RED Walking Robot,2025-07-16,2025-07,"[""JOOKITOOZ""]","[""Dojo System""]",False,True,False,True,success,game,1499,1499,0,USD,True,14.99,14.99,2026-09-12T13:53:09.515316+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
212,2854980,MADNESS,2025-07-16,2025-07,"[""Limebat Games""]","[""Limebat Games""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T14:04:07.976934+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
213,3290600,Cottonville,2025-07-16,2025-07,"[""RedDeer.Games""]","[""RedDeer.Games""]",False,True,False,False,success,game,1099,1099,0,USD,True,10.99,10.99,2026-09-12T14:52:01.860155+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
214,3350870,GST Wars,2025-07-16,2025-07,"[""Yoav Parvin""]","[""Yoav Parvin""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T14:58:55.213846+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
215,3468660,Rugby League 26,2025-07-16,2025-07,"[""Big Ant Studios""]","[""Nacon""]",False,True,False,False,success,game,5999,5999,0,USD,True,59.99,59.99,2026-09-12T15:18:33.479305+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
216,3472300,Medievaly: Battle Simulator,2025-07-16,2025-07,"[""Steelkrill Studio""]","[""Steelkrill Studio""]",False,True,False,False,success,game,899,899,0,USD,True,8.99,8.99,2026-09-12T15:19:03.259836+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
217,3500830,Store Keeper,2025-07-16,2025-07,"[""AlexsusDev""]","[""AlexsusDev""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:23:14.930375+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
218,3583330,Robot Anomaly,2025-07-16,2025-07,"[""Eibriel""]","[""Eibriel""]",False,True,True,True,success,game,399,319,20,USD,True,3.99,3.19,2026-09-12T15:38:36.849943+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
219,3715980,WAHM | وهم,2025-07-16,2025-07,"[""SIGHMOHAMED30"",""Anas 3D"",""kwaiz.1""]","[""SIGHMOHAMED30""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T16:15:20.538217+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
220,3754370,Resist Mutants,2025-07-16,2025-07,"[""WANG BAIMING""]","[""WANG BAIMING""]",False,True,False,False,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T16:26:09.496759+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
221,3805710,Treasure Tiger,2025-07-16,2025-07,"[""Lucky Dart""]","[""The Bueno Interactive""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:43:17.545102+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
222,3817930,Tombs & Trials,2025-07-16,2025-07,"[""Logan K"",""Gavin D""]","[""SuperAwsomeGame Studios""]",False,True,True,True,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:50:37.208155+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
223,3824770,Chronos Shift,2025-07-16,2025-07,"[""Pigeon Entertainment""]","[""Pigeon Entertainment""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:54:07.505746+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
224,3826650,Worm Wars,2025-07-16,2025-07,"[""MSE GAME WORLD ""]","[""MSE GAME WORLD ""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T16:55:09.237667+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
225,3829070,Playing With The Big Boys,2025-07-16,2025-07,"[""Orange Plate Games""]","[""Orange Plate Games""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:56:17.986047+00:00,2025-07-16,2025-07-16,False,,20250911,2025-07,proportional_stratified_random_sample
226,1170570,The Drifter,2025-07-17,2025-07,"[""Powerhoof"",""Dave Lloyd""]","[""Powerhoof""]",False,True,True,True,success,game,1999,1999,0,USD,True,19.99,19.99,2026-09-12T13:02:51.238642+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
227,1273640,Bring You Home,2025-07-17,2025-07,"[""Alike Studio""]","[""Alike Studio""]",False,True,True,False,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T13:03:42.449771+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
228,1735700,Back to the Dawn,2025-07-17,2025-07,"[""Metal Head Games""]","[""Spiral Up Games""]",False,True,False,False,success,game,2399,2399,0,USD,True,23.99,23.99,2026-09-12T13:11:34.394419+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
229,2171630,Return from Core,2025-07-17,2025-07,"[""顽核社 FuncoreClub""]","[""2P Games"",""Shochiku""]",False,True,False,False,success,game,1699,1699,0,USD,True,16.99,16.99,2026-09-12T13:32:03.881776+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
230,2235200,Neon Abyss 2,2025-07-17,2025-07,"[""Veewo Games""]","[""Veewo Games"",""Kepler Ghost""]",False,True,False,False,success,game,1999,1999,0,USD,True,19.99,19.99,2026-09-12T13:34:24.399371+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
231,2749690,Imaginytes,2025-07-17,2025-07,"[""Egome Games""]","[""Egome Games""]",False,True,True,False,success,game,1499,1499,0,USD,True,14.99,14.99,2026-09-12T13:57:45.440758+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
232,2824490,He is Coming,2025-07-17,2025-07,"[""Chronocle""]","[""Hooded Horse""]",False,True,False,False,success,game,1999,1999,0,USD,True,19.99,19.99,2026-09-12T14:01:51.481692+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
233,2835040,Horizon Valley,2025-07-17,2025-07,"[""Royal Engine""]","[""Royal Engine""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T14:02:44.387836+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
234,3001330,Forest Heroes,2025-07-17,2025-07,"[""Hoochoo Game Studios""]","[""Hoochoo Game Studios""]",False,True,True,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T14:15:08.400841+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
235,3185230,Quest of the Hero,2025-07-17,2025-07,"[""CSV Games""]","[""CSV Games""]",False,True,False,True,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T14:33:40.470526+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
236,3220170,Arcane Afterfall,2025-07-17,2025-07,"[""Nokhook Entertainment""]","[""Brightika, Inc.""]",True,True,True,False,success,game,,,,,False,,,2026-09-12T14:38:02.224343+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
237,3342900,Elemental Rush,2025-07-17,2025-07,"[""SparkyByteGames""]","[""SparkyByteGames""]",False,True,False,True,success,game,799,799,0,USD,True,7.99,7.99,2026-09-12T14:57:48.271138+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
238,3421330,There's No Cake,2025-07-17,2025-07,"[""Error 300""]","[""Error 300"",""Gamersky Games""]",False,True,True,True,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T15:09:59.255063+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
239,3424920,DarkRanger,2025-07-17,2025-07,"[""铅笔龙"",""偶尔不帅""]","[""偶尔不帅"",""铅笔龙""]",False,True,True,False,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T15:10:29.128709+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
240,3428300,フィアリウム,2025-07-17,2025-07,"[""群悠"",""群悠""]","[""群悠""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T15:10:54.520632+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
241,3473610,Bridge Constructor Studio,2025-07-17,2025-07,"[""ClockStone""]","[""Headup""]",False,True,True,True,success,game,1199,1199,0,USD,True,11.99,11.99,2026-09-12T15:19:12.230275+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
242,3491160,イワクツギ -IWAKUTSUGI-,2025-07-17,2025-07,"[""TEAM SHINZA""]","[""TEAM SHINZA""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T15:22:05.046662+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
243,3540430,Dungeon Weiqi,2025-07-17,2025-07,"[""没工作工作室""]","[""没工作工作室""]",False,True,False,False,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T15:29:59.170820+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
244,3643900,Ragdoll Boxing Multiplayer,2025-07-17,2025-07,"[""White Boat Games""]","[""White Boat Games""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T15:52:55.899695+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
245,3656990,工廈 Warehouse,2025-07-17,2025-07,"[""Echo Studio""]","[""Echo Studio""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:56:50.178708+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
246,3666920,The Journey East and West,2025-07-17,2025-07,"[""Pr1s1m""]","[""Pr1s1m""]",True,True,False,True,success,game,,,,,False,,,2026-09-12T15:58:26.618618+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
247,3680900,Future War Tactics: SOF vs Alien Invasion – Turn-Based Strategy,2025-07-17,2025-07,"[""QuadCom Interactive""]","[""Brightika, Inc.""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T16:02:30.809405+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
248,3698680,Golden Tee Arcade Classics,2025-07-17,2025-07,"[""Digital Eclipse""]","[""Atari""]",False,True,False,False,success,game,2999,2999,0,USD,True,29.99,29.99,2026-09-12T16:08:58.590957+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
249,3768490,Quantum Threshold,2025-07-17,2025-07,"[""Vaki Games""]","[""Vaki Games""]",False,True,False,False,success,game,2399,2399,0,USD,True,23.99,23.99,2026-09-12T16:30:31.976594+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
250,3794730,Zombie Survivor,2025-07-17,2025-07,"[""TAYIER""]","[""TAYIER""]",False,True,True,True,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:39:11.308844+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
251,3814230,迷滅,2025-07-17,2025-07,"[""夜星""]","[""夜星""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:48:18.884075+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
252,3830430,Pain 'n Dave: The Maze of Malice,2025-07-17,2025-07,"[""missingnoge""]","[""missingnoge""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:57:11.642251+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
253,3839930,三国.群英录,2025-07-17,2025-07,"[""DRAGONJOY Studios""]","[""DRAGONJOY Studios""]",True,True,True,False,success,game,,,,,False,,,2026-09-12T17:08:02.725734+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
254,3850520,Master of 4 Swords,2025-07-17,2025-07,"[""Don BASS""]","[""Don BASS ""]",False,True,False,False,success,game,3999,199,95,USD,True,39.99,1.99,2026-09-12T17:13:43.189043+00:00,2025-07-17,2025-07-17,False,,20250911,2025-07,proportional_stratified_random_sample
255,2402620,World Guesser,2025-07-18,2025-07,"[""Artists Company""]","[""Artists Company""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T13:41:26.396207+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
256,2804440,草地清理工,2025-07-18,2025-07,"[""ZhiZhi""]","[""ZhiZhi""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T14:00:27.083216+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
257,2815080,Forgotten 23,2025-07-18,2025-07,"[""KovalGames""]","[""indie.io""]",False,True,True,False,success,game,1299,1299,0,USD,True,12.99,12.99,2026-09-12T14:01:01.520248+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
258,2842430,ARC TCG,2025-07-18,2025-07,"[""RAT Studios""]","[""RAT Studios""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T14:03:20.933569+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
259,3101040,Magical Girl Witch Trials,2025-07-18,2025-07,"[""Acacia"",""Re,AER""]","[""Re,AER"",""CIRCLE LINE GAMES""]",False,True,True,False,success,game,2999,2999,0,USD,True,29.99,29.99,2026-09-12T14:25:02.401364+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
260,3181830,Trapped,2025-07-18,2025-07,"[""AN""]","[""AN""]",True,True,True,False,success,game,,,,,False,,,2026-09-12T14:33:15.273203+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
261,3198820,Passer,2025-07-18,2025-07,"[""SHEN YI""]","[""SHEN YI""]",False,True,False,False,success,game,1499,1499,0,USD,True,14.99,14.99,2026-09-12T14:35:10.597458+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
262,3249650,Little Fighter 2 Remastered,2025-07-18,2025-07,"[""Little Fighter Co Pty Ltd"",""Marti Wong""]","[""Little Fighter Co Pty Ltd""]",False,True,True,False,success,game,1588,1588,0,USD,True,15.88,15.88,2026-09-12T14:40:59.358788+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
263,3484640,ReCharge RC: High Voltage,2025-07-18,2025-07,"[""Hondune Games""]","[""Hondune Games""]",False,True,False,False,success,game,1399,1399,0,USD,True,13.99,13.99,2026-09-12T15:21:10.214865+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
264,3533400,Paint Rumble,2025-07-18,2025-07,"[""Vitor Cirilo"",""Marcos Game Dev"",""Allan Machado""]","[""Allan Machado""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T15:28:52.386110+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
265,3541240,Capsule Hero,2025-07-18,2025-07,"[""Ma Mingchi""]","[""Ma Mingchi""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T15:30:18.468625+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
266,3554100,Warrior's Dilemma,2025-07-18,2025-07,"[""Happy Hippocampus""]","[""Happy Hippocampus""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T15:32:41.541967+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
267,3672410,POGO Stadium,2025-07-18,2025-07,"[""Kyoto Entertainment Works Inc.""]","[""Kyoto Entertainment Works Inc.""]",False,True,False,False,success,game,1299,519,60,USD,True,12.99,5.19,2026-09-12T16:00:24.447817+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
268,3679920,Favela Defender,2025-07-18,2025-07,"[""Palmsoft Games""]","[""Palmsoft Tecnologia""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:02:15.906052+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
269,3696180,Lost World Survivor,2025-07-18,2025-07,"[""Li Yangde""]","[""Li Yangde""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T16:08:29.027695+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
270,3720170,The Showdown: Gorilla vs 100,2025-07-18,2025-07,"[""FancyRancy""]","[""FancyRancy""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T16:16:30.693997+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
271,3728030,I commissioned some snails 4,2025-07-18,2025-07,"[""Follow the fun""]","[""I commissioned some series""]",False,True,False,False,success,game,399,279,30,USD,True,3.99,2.79,2026-09-12T16:18:52.110776+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
272,3749880,NeverHome Ch.2 - Tower of Vanity,2025-07-18,2025-07,"[""Shadow Gengis""]","[""Shadow Gengis""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:24:35.964240+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
273,3802110,Reminiscence,2025-07-18,2025-07,"[""Ambling Alpaca Studio""]","[""Ambling Alpaca Studio""]",False,True,True,True,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T16:41:58.633735+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
274,3820900,The End of the Sun: Prologue,2025-07-18,2025-07,"[""The End of the Sun Forge""]","[""The End of the Sun Forge""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:51:44.701731+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
275,3825790,Boundless,2025-07-18,2025-07,"[""DMS. Long""]","[""Beijing Film Academy""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:54:41.962089+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
276,3832000,Secret Cats - Ice Cream Day,2025-07-18,2025-07,"[""Hidden Cats""]","[""Hidden Cats""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T16:58:06.202553+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
277,3843730,Infinite Canyon,2025-07-18,2025-07,"[""Goro Entertainment""]","[""Goro Entertainment""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T17:10:20.890310+00:00,2025-07-18,2025-07-18,False,,20250911,2025-07,proportional_stratified_random_sample
278,3465850,ManHunter,2025-07-19,2025-07,"[""OscarsHypr""]","[""OscarsHypr""]",False,True,False,False,success,game,19999,19999,0,USD,True,199.99,199.99,2026-09-12T15:17:48.212393+00:00,2025-07-19,2025-07-19,False,,20250911,2025-07,proportional_stratified_random_sample
279,3633840,浊令,2025-07-19,2025-07,"[""虚拟烤箱整活组""]","[""虚拟烤箱整活组""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T15:50:25.778015+00:00,2025-07-19,2025-07-19,False,,20250911,2025-07,proportional_stratified_random_sample
280,3729250,Lowlander II: Lowerlander,2025-07-19,2025-07,"[""Flat Black Films""]","[""Flat Black Films""]",False,True,False,False,success,game,599,599,0,USD,True,5.99,5.99,2026-09-12T16:19:13.161934+00:00,2025-07-19,2025-07-19,False,,20250911,2025-07,proportional_stratified_random_sample
281,3752990,Rebound Rush,2025-07-19,2025-07,"[""Flip Studios""]","[""Flip Studios""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:25:35.113538+00:00,2025-07-19,2025-07-19,False,,20250911,2025-07,proportional_stratified_random_sample
282,3790770,Panzer Kliker,2025-07-19,2025-07,"[""Perun's Forge""]","[""Perun's Forge""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:37:32.085479+00:00,2025-07-19,2025-07-19,False,,20250911,2025-07,proportional_stratified_random_sample
283,3793730,Beat Vortex,2025-07-19,2025-07,"[""Glory Through Gaming""]","[""Glory Through Gaming""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T16:38:34.530841+00:00,2025-07-19,2025-07-19,False,,20250911,2025-07,proportional_stratified_random_sample
284,2549190,The Final Breath,2025-07-20,2025-07,"[""VirtualSpace""]","[""VirtualSpace""]",False,True,False,False,success,game,1499,1499,0,USD,True,14.99,14.99,2026-09-12T13:48:13.517580+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
285,2905160,Risky Rocket,2025-07-20,2025-07,"[""Cyyc Games""]","[""Cyyc Games""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T14:07:34.807185+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
286,3232760,Cappi: Starbound Saga,2025-07-20,2025-07,"[""Snowski""]","[""Snowski""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T14:39:29.424972+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
287,3425460,Console Shop Simulator,2025-07-20,2025-07,"[""Lance Games""]","[""Lance Games""]",False,True,False,False,success,game,1599,1599,0,USD,True,15.99,15.99,2026-09-12T15:10:33.393448+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
288,3447910,Forged Into History: Speedway Odyssey,2025-07-20,2025-07,"[""ARRGAR Games""]","[""ARRGAR Games""]",False,True,False,False,success,game,599,599,0,USD,True,5.99,5.99,2026-09-12T15:15:02.558253+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
289,3620750,Super Hard Game,2025-07-20,2025-07,"[""ChaosGames""]","[""ChaosGames""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T15:46:59.618009+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
290,3630110,ElfMiner,2025-07-20,2025-07,"[""Jon Warner Studios""]","[""Jon Warner Studios""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T15:49:32.372451+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
291,3744900,Hollow Jump,2025-07-20,2025-07,"[""MoonJourney""]","[""MoonJourney""]",False,True,False,False,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T16:23:06.359089+00:00,2025-07-20,2025-07-20,False,,20250911,2025-07,proportional_stratified_random_sample
