sample_id,appid,name,release_date,release_month,developer,publisher,is_free,platform_windows,platform_mac,platform_linux,appdetails_status,app_type,list_price_cents,current_price_cents,discount_percent,price_currency,price_overview_present,list_price_usd,current_price_usd,metadata_collected_at,search_release_date,store_release_date,release_date_conflict,is_early_access,sample_seed,sampling_stratum,sampling_source
1,2424480,No Heroes Here 2,2025-07-01,2025-07,"[""Mad Mimic""]","[""Mad Mimic""]",False,True,False,False,success,game,1999,1999,0,USD,True,19.99,19.99,2026-09-12T13:42:20.128554+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
2,2471390,BloodRush: Undying Wish,2025-07-01,2025-07,"[""Lightmancer Studios""]","[""Nuntius Games"",""Vsoo Games""]",False,True,False,True,success,game,999,799,20,USD,True,9.99,7.99,2026-09-12T13:44:57.872188+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
3,3082100,Day of the Shell: Prologue,2025-07-01,2025-07,"[""Duper Games""]","[""Goblinz Publishing""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T14:23:09.755144+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
4,3224330,Thunderman - Adventures in another realm,2025-07-01,2025-07,"[""Robson ZImmermann"",""João Agostinho Gabardo Neto""]","[""Experia Studio""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T14:38:32.112700+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
5,3276950,Cardcaster,2025-07-01,2025-07,"[""Taco Snake Games""]","[""Taco Snake Games""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T14:43:52.501558+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
6,3363570,Symphorix,2025-07-01,2025-07,"[""OnTriggerJoy""]","[""OnTriggerJoy""]",False,True,False,False,success,game,599,599,0,USD,True,5.99,5.99,2026-09-12T15:01:12.048995+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
7,3449030,"Upwards, Rain! The Post Office of Farewells",2025-07-01,2025-07,"[""Studio Élan""]","[""Studio Élan"",""Studio Elan"",""Stellar Artificer Games""]",False,True,True,True,success,game,799,799,0,USD,True,7.99,7.99,2026-09-12T15:15:13.480318+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
8,3491430,Mini Star Quest,2025-07-01,2025-07,"[""MACKINN7""]","[""MACKINN7""]",False,True,False,False,success,game,1499,1499,0,USD,True,14.99,14.99,2026-09-12T15:22:07.235475+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
9,3505350,Brainkilled,2025-07-01,2025-07,"[""Brainkilled Games""]","[""Brainkilled Games""]",False,True,False,False,success,game,599,599,0,USD,True,5.99,5.99,2026-09-12T15:24:21.009938+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
10,3580760,Concrete Spaces,2025-07-01,2025-07,"[""Samuli Pietikäinen""]","[""olisinpa.com/täällä""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:37:58.562504+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
11,3709000,The Drawstring Dungeon,2025-07-01,2025-07,"[""Sleeper Build Studio""]","[""Sleeper Build Studio""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:13:17.325129+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
12,3737940,Rat Race Combat: Zombie Tribute,2025-07-01,2025-07,"[""SynthecLab""]","[""SynthecLab""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T16:21:11.439742+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
13,3766870,USAID Approvals Department,2025-07-01,2025-07,"[""Jeremy Benisek (CyberAxe)""]","[""OutLandishly Crafted""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T16:29:58.313441+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
14,3782410,Veil: Mirages,2025-07-01,2025-07,"[""spiritwolf""]","[""spiritwolf""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T16:34:21.060391+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
15,3792500,The Museum,2025-07-01,2025-07,"[""DarkLab Games""]","[""DarkLab Games""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:38:02.318637+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
16,3812230,Mind Echoes: Remnants of the Past Collector's Edition,2025-07-01,2025-07,"[""Do Games Limited""]","[""Do Games Limited""]",False,True,False,False,success,game,899,899,0,USD,True,8.99,8.99,2026-09-12T16:47:04.633581+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
17,3814660,Fantasy  Journey,2025-07-01,2025-07,"[""YIN LIFENG""]","[""YIN LIFENG""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T16:48:42.173463+00:00,2025-07-01,2025-07-01,False,,20250911,2025-07,proportional_stratified_random_sample
18,2549930,Ostrich Farm,2025-07-02,2025-07,"[""Hedgehorse""]","[""Hedgehorse""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T13:48:19.746234+00:00,2025-07-02,2025-07-02,False,,20250911,2025-07,proportional_stratified_random_sample
19,3552920,Bomb Bowling X,2025-07-02,2025-07,"[""grin robot""]","[""grin robot""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:32:14.406168+00:00,2025-07-02,2025-07-02,False,,20250911,2025-07,proportional_stratified_random_sample
20,3677120,3Tower,2025-07-02,2025-07,"[""Wechselbalg Studio""]","[""Wechselbalg Studio""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T16:01:24.410350+00:00,2025-07-02,2025-07-02,False,,20250911,2025-07,proportional_stratified_random_sample
21,3748700,Xiao Jun (English Edition),2025-07-02,2025-07,"[""jackzhou77571""]","[""jackzhou77571""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T16:24:12.071592+00:00,2025-07-02,2025-07-02,False,,20250911,2025-07,proportional_stratified_random_sample
22,3754320,Project DAR,2025-07-02,2025-07,"[""7Corp""]","[""7Corp""]",False,True,False,False,success,game,250,250,0,USD,True,2.5,2.5,2026-09-12T16:26:07.378112+00:00,2025-07-02,2025-07-02,False,,20250911,2025-07,proportional_stratified_random_sample
23,3821520,Space Pinball,2025-07-02,2025-07,"[""3ichael 7ambert"",""Rameez"",""Matt Mateo VII"",""Rayu Johnson""]","[""Drunk Yeti""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:52:08.307693+00:00,2025-07-02,2025-07-02,False,,20250911,2025-07,proportional_stratified_random_sample
24,2327050,Pyrite Tycoon,2025-07-03,2025-07,"[""Pyrite Games""]","[""Pyrite Games""]",True,True,True,False,success,game,,,,,False,,,2026-09-12T13:37:48.062787+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
25,3169180,Chosen War,2025-07-03,2025-07,"[""泉游工作室""]","[""泉游工作室""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T14:32:00.721061+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
26,3204140,Novel Rogue,2025-07-03,2025-07,"[""Exe Create Inc.""]","[""KEMCO""]",False,True,False,False,success,game,1999,1999,0,USD,True,19.99,19.99,2026-09-12T14:35:52.933747+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
27,3499160,Hemera,2025-07-03,2025-07,"[""earendel""]","[""earendel""]",False,True,True,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T15:22:57.849518+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
28,3500750,Score the Fear,2025-07-03,2025-07,"[""AquaEternity""]","[""AquaEternity""]",False,True,False,False,success,game,399,399,0,USD,True,3.99,3.99,2026-09-12T15:23:12.726069+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
29,3554010,Lixing's Picross World,2025-07-03,2025-07,"[""LixingGame""]","[""LixingGame""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T15:32:35.812534+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
30,3668840,CAGELING,2025-07-03,2025-07,"[""乱码""]","[""乱码""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T15:59:01.183576+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
31,3766170,100 Cats Lost In Japan Find & Color,2025-07-03,2025-07,"[""Two Cats Games""]","[""Two Cats Games""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:29:49.954410+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
32,3812840,magical capture,2025-07-03,2025-07,"[""DIG Games""]","[""DIG Games""]",False,True,False,False,success,game,599,89,85,USD,True,5.99,0.89,2026-09-12T16:47:30.228586+00:00,2025-07-03,2025-07-03,False,,20250911,2025-07,proportional_stratified_random_sample
33,660200,Transistor Defense,2025-07-04,2025-07,"[""Realm Games LLC"",""Valiant Pixel Studios LLC""]","[""Realm Games LLC""]",False,True,True,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T12:52:21.093594+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
34,1856490,Arhaekon,2025-07-04,2025-07,"[""Predict Edumedia""]","[""Predict Edumedia""]",False,True,False,False,success,game,1499,1499,0,USD,True,14.99,14.99,2026-09-12T13:14:03.001644+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
35,3096410,Mini Dungeons,2025-07-04,2025-07,"[""Matthew Fong"",""Minjang Jin""]","[""noodlebapstudio""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T14:24:24.158212+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
36,3436960,Erika America,2025-07-04,2025-07,"[""Grant G Heffner""]","[""Grant G Heffner""]",False,True,True,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:12:47.914560+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
37,3490140,The Dead House,2025-07-04,2025-07,"[""Nursultan Nazarov""]","[""Nursultan Nazarov""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T15:21:54.640262+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
38,3561970,Friend of a Slime,2025-07-04,2025-07,"[""Chrio Games""]","[""Chrio Games""]",False,True,False,True,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:34:08.699787+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
39,3569570,Project Dreamscape,2025-07-04,2025-07,"[""Studio ASPEN""]","[""EGD Collective""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T15:35:33.275669+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
40,3582170,Cart Capers,2025-07-04,2025-07,"[""Patricarty Devs""]","[""Patricarty Devs""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T15:38:04.961279+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
41,3593000,Abrez,2025-07-04,2025-07,"[""Haruka Nitaka"",""S.Daas"",""Tony Tutty"",""Sussanne Beaujeu"",""T.Beaujeu""]","[""Haftas""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T15:41:01.795065+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
42,3746980,a pig game: A Pee Wee Premiere,2025-07-04,2025-07,"[""McGraw Game Jams""]","[""PineyWoods Corner, LLC""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:23:40.695273+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
43,3754500,Mad Carnival,2025-07-04,2025-07,"[""XXIV""]","[""XXIV""]",False,True,False,False,success,game,599,599,0,USD,True,5.99,5.99,2026-09-12T16:26:13.673983+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
44,3776630,Bananaganza,2025-07-04,2025-07,"[""SADE""]","[""SADE""]",False,True,True,True,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:32:41.926598+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
45,3809890,ALASKA - An Endless Night,2025-07-04,2025-07,"[""Poule In The Pool""]","[""ARTFX - GAME""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:45:38.100630+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
46,3820950,Sef Saga,2025-07-04,2025-07,"[""Sef""]","[""Sef""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T16:51:48.955300+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
47,3822620,Dungeonborne Settlement,2025-07-04,2025-07,"[""Dersty""]","[""HappyForest""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:52:50.835200+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
48,3823440,Masquerade,2025-07-04,2025-07,"[""DEUS EX MACHINA TROUPE""]","[""ARTFX - GAME""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:53:33.146135+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
49,3830510,Motorcycle Boy,2025-07-04,2025-07,"[""hgmGame""]","[""hgmGame""]",False,True,False,False,success,game,2999,2999,0,USD,True,29.99,29.99,2026-09-12T16:57:15.754578+00:00,2025-07-04,2025-07-04,False,,20250911,2025-07,proportional_stratified_random_sample
50,2751920,Redacted:Genome,2025-07-05,2025-07,"[""BevMaxGames""]","[""BevMaxGames""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T13:57:51.920535+00:00,2025-07-05,2025-07-05,False,,20250911,2025-07,proportional_stratified_random_sample
51,3002630,Dionysus,2025-07-05,2025-07,"[""Brady Marchand""]","[""Catsle Studios""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T14:15:17.003281+00:00,2025-07-05,2025-07-05,False,,20250911,2025-07,proportional_stratified_random_sample
52,3572030,Motamo,2025-07-05,2025-07,"[""Black Potion""]","[""Black Potion""]",True,True,True,True,success,game,,,,,False,,,2026-09-12T15:36:03.109954+00:00,2025-07-05,2025-07-05,False,,20250911,2025-07,proportional_stratified_random_sample
53,3810010,Overdrawn,2025-07-05,2025-07,"[""Rethuna Games""]","[""Rethuna Games""]",False,True,True,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:45:49.044326+00:00,2025-07-05,2025-07-05,False,,20250911,2025-07,proportional_stratified_random_sample
54,3820830,Anime Dream Match: Primates,2025-07-05,2025-07,"[""Blender Games""]","[""Blender Games""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T16:51:38.290005+00:00,2025-07-05,2025-07-05,False,,20250911,2025-07,proportional_stratified_random_sample
55,3821350,Vengeance,2025-07-05,2025-07,"[""AdeniumGames""]","[""AdeniumGames""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:52:03.983760+00:00,2025-07-05,2025-07-05,False,,20250911,2025-07,proportional_stratified_random_sample
56,3337710,Ghost Pub,2025-07-06,2025-07,"[""Capers""]","[""Capers""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T14:56:54.827679+00:00,2025-07-06,2025-07-06,False,,20250911,2025-07,proportional_stratified_random_sample
57,3435810,GoodMan,2025-07-06,2025-07,"[""GoodWorks Games""]","[""GoodWorks Games""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T15:12:29.679943+00:00,2025-07-06,2025-07-06,False,,20250911,2025-07,proportional_stratified_random_sample
58,3454830,SurfsUp,2025-07-06,2025-07,"[""Mark Arneman"",""Nerdiful"",""Carina Arneman""]","[""bearlikelion""]",True,True,True,True,success,game,,,,,False,,,2026-09-12T15:16:02.623354+00:00,2025-07-06,2025-07-06,False,,20250911,2025-07,proportional_stratified_random_sample
59,3720920,The Silent Witness,2025-07-06,2025-07,"[""Abnormal Studios""]","[""Abnormal Studios""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:16:55.966150+00:00,2025-07-06,2025-07-06,False,,20250911,2025-07,proportional_stratified_random_sample
60,3800900,Simple Zombie Survival,2025-07-06,2025-07,"[""Omega Play Games""]","[""Omega Play Games""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:41:18.157977+00:00,2025-07-06,2025-07-06,False,,20250911,2025-07,proportional_stratified_random_sample
61,3820330,hazard versus,2025-07-06,2025-07,"[""not mario""]","[""not mario""]",False,True,True,False,success,game,333,333,0,USD,True,3.33,3.33,2026-09-12T16:51:29.893664+00:00,2025-07-06,2025-07-06,False,,20250911,2025-07,proportional_stratified_random_sample
62,3823660,Kaptan Ege,2025-07-06,2025-07,"[""Crash Entertainment""]","[""Crash Entertainment""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T16:53:41.515712+00:00,2025-07-06,2025-07-06,False,,20250911,2025-07,proportional_stratified_random_sample
63,3055530,Dare to Lucid Dream,2025-07-07,2025-07,"[""Ghost Penguin""]","[""Ghost Penguin""]",False,True,False,True,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T14:20:36.847630+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
64,3064730,Twisted Jam,2025-07-07,2025-07,"[""Ethan Medjuck""]","[""Etymorph Studios""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T14:21:36.019866+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
65,3186250,Zombie Murder 3,2025-07-07,2025-07,"[""Falco Software""]","[""Falco Software""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T14:33:51.468518+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
66,3516180,"Don't FOOL ME, Beauties!",2025-07-07,2025-07,"[""Storytaco""]","[""Storytaco""]",False,True,True,True,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T15:26:02.294376+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
67,3636110,不思議な世界の観光日記Ⅱ～パクルワールドとセジカの逆襲～,2025-07-07,2025-07,"[""不思議な世界の観光日記製作委員会""]","[""ナナナナ　ナナナ""]",False,True,False,False,success,game,799,799,0,USD,True,7.99,7.99,2026-09-12T15:51:03.164045+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
68,3727830,Forest Asylum 2,2025-07-07,2025-07,"[""Michal Piotrowski""]","[""Michal Piotrowski""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:18:47.928607+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
69,3746660,The BubonicZ,2025-07-07,2025-07,"[""Jakeercgames""]","[""Jakeerrcgames""]",False,True,False,False,success,game,100,100,0,USD,True,1.0,1.0,2026-09-12T16:23:38.585177+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
70,3799290,S.R.A,2025-07-07,2025-07,"[""Piero Andreoni""]","[""Piero Andreoni""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:40:48.556386+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
71,3807530,Chillout,2025-07-07,2025-07,"[""Cacti8""]","[""Cacti8""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:44:12.227504+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
72,3812170,FlipCard,2025-07-07,2025-07,"[""konggmitt""]","[""konggmitt""]",False,True,False,False,success,game,99,99,0,USD,True,0.99,0.99,2026-09-12T16:47:00.379524+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
73,3814610,FastFly,2025-07-07,2025-07,"[""NanoFastFly""]","[""NanoFastFly""]",False,True,False,False,success,game,299,299,0,USD,True,2.99,2.99,2026-09-12T16:48:35.657720+00:00,2025-07-07,2025-07-07,False,,20250911,2025-07,proportional_stratified_random_sample
74,2212830,Soul Taker,2025-07-08,2025-07,"[""SlovGoblin""]","[""SlovGoblin""]",False,True,False,True,success,game,1000,1000,0,USD,True,10.0,10.0,2026-09-12T13:33:42.285727+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
75,2790160,Missile Command Delta,2025-07-08,2025-07,"[""13AM Games"",""Mighty Yell""]","[""Atari""]",False,True,False,False,success,game,1999,1999,0,USD,True,19.99,19.99,2026-09-12T13:59:52.698243+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
76,3102740,Signs Of Life,2025-07-08,2025-07,"[""Julia Grimes""]","[""Signs Of Life Games""]",True,True,True,False,success,game,,,,,False,,,2026-09-12T14:25:06.591328+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
77,3199430,EYES ON THE EXAM,2025-07-08,2025-07,"[""Carlos 'Monty' Montamarta""]","[""Carlos 'Monty' Montamarta""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T14:35:12.783429+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
78,3433920,创造世界,2025-07-08,2025-07,"[""上海世游网络科技有限公司""]","[""上海世游网络科技有限公司""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T15:12:05.923905+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
79,3444080,Bakery Cafe Simulator,2025-07-08,2025-07,"[""Meerkatt Studio""]","[""Meerkatt Studio""]",False,True,False,False,success,game,1199,1199,0,USD,True,11.99,11.99,2026-09-12T15:13:54.803674+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
80,3584360,War Untold,2025-07-08,2025-07,"[""Green Giraffe""]","[""Green Giraffe""]",False,True,False,False,success,game,199,199,0,USD,True,1.99,1.99,2026-09-12T15:38:45.517115+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
81,3601300,Critter Cart,2025-07-08,2025-07,"[""Wobble Blocks""]","[""Wobble Blocks""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T15:42:31.234949+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
82,3812360,Accordion Solitaire,2025-07-08,2025-07,"[""Dashboard Breakfast""]","[""Dashboard Breakfast""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:47:15.316342+00:00,2025-07-08,2025-07-08,False,,20250911,2025-07,proportional_stratified_random_sample
83,2821700,Warranted Humanity,2025-07-09,2025-07,"[""Jovano Software""]","[""Jovano Software""]",False,True,False,False,success,game,1199,1199,0,USD,True,11.99,11.99,2026-09-12T14:01:36.308825+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
84,3078670,Tiny Pixels Vol. 2 - Stormy Knights,2025-07-09,2025-07,"[""Eastasiasoft Limited""]","[""Eastasiasoft Limited""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T14:22:52.989411+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
85,3520520,Day Train,2025-07-09,2025-07,"[""Hinato Yumoto""]","[""Hinato Yumoto""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T15:26:51.319315+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
86,3644520,Yogoe Hunter,2025-07-09,2025-07,"[""Studio Justice""]","[""Studio Justice""]",False,True,False,False,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T15:53:11.177583+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
87,3716200,Duck Block,2025-07-09,2025-07,"[""Watata""]","[""Watata""]",False,True,False,False,success,game,499,499,0,USD,True,4.99,4.99,2026-09-12T16:15:24.586370+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
88,3734740,Nexus: The Zoraidian Oracle,2025-07-09,2025-07,"[""Aetheric Worlds, LLC""]","[""Aetheric Worlds, LLC""]",False,True,False,False,success,game,799,799,0,USD,True,7.99,7.99,2026-09-12T16:20:31.415662+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
89,3743220,A Solitaire Mystery,2025-07-09,2025-07,"[""Hempuli Oy""]","[""Hempuli Oy""]",False,True,True,True,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T16:22:38.332506+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
90,3749460,Rat`s Lair,2025-07-09,2025-07,"[""Simantick team""]","[""Simantick team""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:24:29.420312+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
91,3771890,Off Road Racing,2025-07-09,2025-07,"[""Bright Data Inc""]","[""Bright Data Inc""]",True,True,False,False,success,game,,,,,False,,,2026-09-12T16:31:31.551931+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
92,3803860,Blood Oath,2025-07-09,2025-07,"[""李梓涛""]","[""SKYSHIFTGAME""]",False,True,False,False,success,game,999,999,0,USD,True,9.99,9.99,2026-09-12T16:42:32.639299+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
93,3822500,One/Iro,2025-07-09,2025-07,"[""Altrea Stories""]","[""Altrea Stories""]",True,True,False,True,success,game,,,,,False,,,2026-09-12T16:52:44.550868+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
94,3834890,punk girl,2025-07-09,2025-07,"[""hgmGame""]","[""hgmGame""]",False,True,False,False,success,game,2999,2999,0,USD,True,29.99,29.99,2026-09-12T16:59:22.311414+00:00,2025-07-09,2025-07-09,False,,20250911,2025-07,proportional_stratified_random_sample
95,2308690,Ground of Aces,2025-07-10,2025-07,"[""Blindflug Studios AG""]","[""Blindflug Studios AG""]",False,True,True,False,success,game,2999,1949,35,USD,True,29.99,19.49,2026-09-12T13:37:05.990428+00:00,2025-07-10,2025-07-10,False,,20250911,2025-07,proportional_stratified_random_sample
96,2505200,Shadows Labyrinth,2025-07-10,2025-07,"[""Kratos Games""]","[""Kratos Games""]",False,True,False,False,success,game,699,699,0,USD,True,6.99,6.99,2026-09-12T13:46:31.426184+00:00,2025-07-10,2025-07-10,False,,20250911,2025-07,proportional_stratified_random_sample
