"min","p01","p05","p25","median","p75","p95","p99","max","mean","n_below_0_001","n_above_0_999"
0.722345040074407,0.779670871440723,0.809695310327316,0.854124335706975,0.883826499665988,0.909495558564591,0.936662289689547,0.953491061086979,0.960994845542301,0.879752018756992,0,0
