"prior_id","start_id","alpha_start","beta_start","alpha","beta","negative_log_likelihood","convergence_code","gradient_max_abs","hessian_min_eigenvalue"
"EB_ALL_POSITIVE_N","moment_precision",1.15160170606507,0.256295841711993,5.02210265237261,1.04481898651007,5198.72272335674,0,0.000390680071243481,201.3622283605
"EB_ALL_POSITIVE_N","low_precision",1.63591691438534,0.364083085614659,5.02210946890618,1.04482028384784,5198.72272335641,0,3.49019038886947e-05,201.362256967817
"EB_ALL_POSITIVE_N","high_precision",81.7958457192671,18.2041542807329,5.02210930338045,1.04482027711562,5198.72272335641,0,3.48981778798488e-07,201.362254451888
"EB_N_GE_10","moment_precision",4.38524889505909,0.828618609804723,6.02486853735284,1.14174016376591,4050.89939353846,0,0.000140362010975923,191.431807981654
"EB_N_GE_10","low_precision",1.68214819075025,0.317851809249751,6.02486576170971,1.14173968673973,4050.89939353852,0,0.000237776456439278,191.431781692945
"EB_N_GE_10","high_precision",84.1074095375125,15.8925904624875,6.02486957616866,1.14174012429517,4050.89939353851,0,0.000357547849169147,191.431830417322
"EB_N_GE_20","moment_precision",5.65535629029113,1.06660494500835,6.59904753920578,1.24711650386651,3464.0933908976,0,8.75214509505972e-05,172.581584971955
"EB_N_GE_20","low_precision",1.68265067063844,0.317349329361561,6.59904720593817,1.24711659896502,3464.09339089761,0,0.000218627370418464,172.581575140855
"EB_N_GE_20","high_precision",84.1325335319219,15.8674664680781,6.59904777082528,1.24711651175972,3464.0933908976,0,6.49212755776258e-05,172.581588884976
