"appid","is_free","total_reviews","positive_reviews","negative_reviews","computed_positive_rate","current_price_usd","log1p_current_price","days_since_release","z_log1p_price","z_days_since_release","platform_segment","genre_action","genre_adventure","genre_casual","genre_indie","genre_rpg","genre_simulation","genre_strategy","high_rating_80","high_rating_85","high_rating_90"
2484630,0,89,83,6,0.932584269662921,0.99,0.688134638736401,408,-2.20191159176594,1.21436016153342,"Windows only",0,1,1,1,1,0,0,1,1,1
2486820,0,11445,10698,747,0.934731323722149,69.99,4.26253902205129,353,2.74445739474864,0.113964429648462,"Windows only",1,1,0,0,0,0,0,1,1,1
2488470,0,81,73,8,0.901234567901235,4.99,1.79009141212736,272,-0.676990451386808,-1.5066183754912,"Windows + macOS",0,0,1,1,0,0,1,1,1,1
2500460,0,129,129,0,1,4.99,1.79009141212736,377,-0.676990451386808,0.594137112652807,"Windows only",0,0,0,0,0,0,1,1,1,1
2503550,0,107,105,2,0.981308411214953,4.89,1.7732559976635,368,-0.700287807547149,0.414072356526178,"Windows + macOS + Linux",1,1,1,1,0,0,1,1,1,1
2507560,0,118,92,26,0.779661016949153,13.99,2.70738331211451,362,0.592385847181183,0.294029185775092,"Windows only",0,1,0,0,0,0,0,0,0,0
2508780,0,3118,2922,196,0.937139191789609,34.99,3.58324112209094,382,1.80442439773998,0.694173088278712,"Windows only",0,0,1,0,0,1,0,1,1,1
2521400,0,308,294,14,0.954545454545455,12,2.56494935746154,320,0.395281429110642,-0.546273009482512,"Windows only",0,1,1,1,1,0,0,1,1,1
2523720,0,3923,2407,1516,0.613561050216671,39.99,3.71332813451625,383,1.98444274340129,0.714180283403893,"Windows only",1,0,0,0,0,0,0,0,0,0
2529050,0,21,18,3,0.857142857142857,1.99,1.0952733874026,416,-1.63850066685453,1.37441772253487,"Windows + Linux",0,1,0,1,0,0,0,1,1,0
2538520,0,20,20,0,1,4.99,1.79009141212736,402,-0.676990451386808,1.09431699078233,"Windows + Linux",0,1,1,1,0,0,0,1,1,1
2545710,0,1549,1062,487,0.685603615235636,27.49,3.34955314850982,430,1.481039905924,1.6545184542874,"Windows only",0,0,0,0,0,0,0,0,0,0
2549240,0,412,384,28,0.932038834951456,4.99,1.79009141212736,401,-0.676990451386808,1.07430979565715,"Windows only",1,0,0,0,0,0,0,1,1,1
2550790,0,83,74,9,0.891566265060241,4.99,1.79009141212736,298,-0.676990451386808,-0.986431302236494,"Windows + macOS",0,0,0,1,1,1,1,1,1,0
2555950,0,667,621,46,0.931034482758621,11.89,2.5564518169511,306,0.383522275323036,-0.826373741235046,"Windows only",1,0,0,1,0,0,1,1,1,1
2559960,0,83,76,7,0.91566265060241,12.99,2.63834278867739,269,0.49684548092151,-1.56663996086674,"Windows only",0,0,0,1,1,1,1,1,1,1
2560340,0,72,49,23,0.680555555555556,24.99,3.2577118486534,308,1.35394713505243,-0.786359350984684,"Windows only",0,0,0,0,0,1,1,0,0,0
2567380,0,62,59,3,0.951612903225806,9.99,2.39698576841553,349,0.162848330158823,0.0339356491477382,"Windows only",1,1,0,1,1,0,0,1,1,1
2576200,0,195,162,33,0.830769230769231,11.99,2.56417983068251,307,0.394216534659459,-0.806366546109865,"Windows + macOS + Linux",0,0,0,1,1,0,1,1,0,0
2582140,0,1905,1234,671,0.647769028871391,20.99,3.09058780456667,341,1.12267582382915,-0.12612191185371,"Windows only",0,0,1,0,0,1,0,0,0,0
2597810,0,256,203,53,0.79296875,11.99,2.56417983068251,290,0.394216534659459,-1.14648886323794,"Windows only",1,1,0,1,1,0,0,0,0,0
2602230,0,425,423,2,0.995294117647059,9.99,2.39698576841553,321,0.162848330158823,-0.526265814357331,"Windows only",1,1,1,1,0,0,0,1,1,1
2610880,0,170,155,15,0.911764705882353,19.99,3.04404613383254,298,1.0582700510032,-0.986431302236494,"Windows + macOS + Linux",0,1,0,1,1,0,0,1,1,1
2615540,0,2499,2291,208,0.916766706682673,29.99,3.43366457179966,390,1.59743583961146,0.85423064928016,"Windows only",1,1,0,1,1,1,0,1,1,1
2642760,0,339,333,6,0.982300884955752,3.99,1.60743590976343,353,-0.929754664727241,0.113964429648462,"Windows + macOS + Linux",0,0,1,0,0,0,0,1,1,1
2643010,0,135,87,48,0.644444444444444,5.99,1.94448055624572,425,-0.463342080238223,1.5544824786615,"Windows + macOS + Linux",0,0,0,1,0,1,1,0,0,0
2643880,0,32,15,17,0.46875,8.99,2.30158459266046,380,0.0308292952576109,0.65415869802835,"Windows only",0,0,1,1,0,1,0,0,0,0
2644020,0,26,24,2,0.923076923076923,9.99,2.39698576841553,281,0.162848330158823,-1.32655361936457,"Windows only",1,1,0,0,1,0,1,1,1,1
2651090,0,23,22,1,0.956521739130435,6.99,2.07819075977818,363,-0.278309853045123,0.314036380900273,"Windows only",1,1,1,1,0,0,0,1,1,1
2653470,0,447,406,41,0.9082774049217,6.99,2.07819075977818,369,-0.278309853045123,0.434079551651359,"Windows only",0,0,1,1,0,0,0,1,1,1
2685840,0,214,196,18,0.91588785046729,15.99,2.83262493568384,383,0.76569899706871,0.714180283403893,"Windows + macOS + Linux",1,0,1,1,0,0,0,1,1,1
2687400,0,809,567,242,0.700865265760198,8.99,2.30158459266046,325,0.0308292952576109,-0.446237033856606,"Windows only",1,0,0,1,0,0,0,0,0,0
2689930,0,431,405,26,0.939675174013921,13.99,2.70738331211451,291,0.592385847181183,-1.12648166811276,"Windows only",0,1,0,0,0,0,0,1,1,1
2692990,0,2303,1141,1162,0.495440729483283,7.99,2.19611284848353,284,-0.115125697072204,-1.26653203398903,"Windows only",0,0,1,0,0,1,0,0,0,0
2695430,0,879,716,163,0.814562002275313,29.99,3.43366457179966,292,1.59743583961146,-1.10647447298758,"Windows only",0,1,0,0,0,0,0,1,0,0
2701720,0,1534,1512,22,0.985658409387223,9.99,2.39698576841553,396,0.162848330158823,0.974273820031247,"Windows + macOS + Linux",0,0,1,1,1,1,0,1,1,1
2701800,0,624,520,104,0.833333333333333,14.99,2.77196352684586,311,0.681753903235711,-0.726337765609141,"Windows only",1,1,0,1,0,1,0,1,0,0
2705860,0,277,265,12,0.956678700361011,14.99,2.77196352684586,289,0.681753903235711,-1.16649605836312,"Windows only",0,1,0,0,0,0,0,1,1,1
2714970,0,547,218,329,0.39853747714808,7.99,2.19611284848353,271,-0.115125697072204,-1.52662557061638,"Windows only",1,1,1,1,1,0,1,0,0,0
2719740,0,432,345,87,0.798611111111111,12.49,2.60194867021966,318,0.44648219811245,-0.586287399732874,"Windows only",1,1,1,1,0,1,0,0,0,0
2722610,0,78,39,39,0.5,1.79,1.02604159583327,404,-1.73430571574543,1.13433138103269,"Windows only",1,1,0,1,1,1,0,0,0,0
2722680,0,76,50,26,0.657894736842105,0.99,0.688134638736401,371,-2.20191159176594,0.474093941901721,"Windows only",0,0,0,1,0,0,0,0,0,0
2725250,0,158,155,3,0.981012658227848,19.99,3.04404613383254,293,1.0582700510032,-1.0864672778624,"Windows only",1,1,1,1,1,1,0,1,1,1
2726960,0,29,20,9,0.689655172413793,9.99,2.39698576841553,415,0.162848330158823,1.35441052740969,"Windows only",0,0,0,1,1,0,0,0,0,0
2727660,0,273,262,11,0.95970695970696,6.99,2.07819075977818,333,-0.278309853045123,-0.286179472855158,"Windows only",0,1,1,0,0,0,0,1,1,1
2730810,0,1048,636,412,0.606870229007634,39.99,3.71332813451625,374,1.98444274340129,0.534115527277264,"Windows only",0,0,0,0,0,0,0,0,0,0
2731330,0,604,558,46,0.923841059602649,7.99,2.19611284848353,363,-0.115125697072204,0.314036380900273,"Windows only",1,0,1,1,0,1,0,1,1,1
2738630,0,1366,650,716,0.475841874084919,29.99,3.43366457179966,425,1.59743583961146,1.5544824786615,"Windows only",1,1,0,0,1,0,0,0,0,0
2739150,0,47,38,9,0.808510638297872,16.99,2.88981604796244,363,0.844841789473412,0.314036380900273,"Windows only",1,1,0,1,0,1,0,1,0,0
2740170,0,199,176,23,0.884422110552764,24.99,3.2577118486534,324,1.35394713505243,-0.466244228981787,"Windows + macOS",0,0,0,1,1,1,1,1,1,0
2747330,0,9353,8853,500,0.946541216721907,9.99,2.39698576841553,325,0.162848330158823,-0.446237033856606,"Windows only",1,0,0,1,0,0,0,1,1,1
2749000,0,726,556,170,0.765840220385675,5.99,1.94448055624572,310,-0.463342080238223,-0.746344960734322,"Windows only",0,0,1,0,0,1,1,0,0,0
2749690,0,29,29,0,1,14.99,2.77196352684586,423,0.681753903235711,1.51446808841113,"Windows + macOS",0,1,1,1,1,0,1,1,1,1
2750780,0,4205,3763,442,0.894887039239001,11.99,2.56417983068251,282,0.394216534659459,-1.30654642423939,"Windows only",0,1,0,1,1,0,0,1,1,0
2760580,0,208,192,16,0.923076923076923,24.99,3.2577118486534,363,1.35394713505243,0.314036380900273,"Windows only",1,1,0,0,0,1,1,1,1,1
2764590,0,271,248,23,0.915129151291513,29.99,3.43366457179966,416,1.59743583961146,1.37441772253487,"Windows only",1,0,0,1,0,0,0,1,1,1
2774180,0,31,27,4,0.870967741935484,3.99,1.60743590976343,297,-0.929754664727241,-1.00643849736168,"Windows only",0,0,1,1,0,0,0,1,1,0
2776450,0,2583,2086,497,0.807588075880759,10.79,2.46725171454928,394,0.260084473440897,0.934259429780884,"Windows only",0,1,1,1,1,1,1,1,0,0
2780980,0,16566,14256,2310,0.860557768924303,9.99,2.39698576841553,299,0.162848330158823,-0.966424107111313,"Windows only",1,0,1,1,0,0,1,1,1,0
2780990,0,23,19,4,0.826086956521739,14.99,2.77196352684586,409,0.681753903235711,1.2343673566586,"Windows + Linux",0,1,0,1,1,0,0,1,0,0
2784440,0,20,20,0,1,7.99,2.19611284848353,398,-0.115125697072204,1.01428821028161,"Windows only",0,0,1,1,0,1,0,1,1,1
2786550,0,822,713,109,0.867396593673966,9.99,2.39698576841553,297,0.162848330158823,-1.00643849736168,"Windows only",0,0,0,0,0,1,0,1,1,0
2786660,0,27,18,9,0.666666666666667,39.99,3.71332813451625,338,1.98444274340129,-0.186143497229253,"Windows only",1,1,1,0,0,0,0,0,0,0
2787680,0,30,26,4,0.866666666666667,7.49,2.13888900032326,346,-0.194313790380912,-0.0260859362278048,"Windows only",1,1,0,1,0,0,0,1,1,0
2788430,0,21,13,8,0.619047619047619,7.99,2.19611284848353,396,-0.115125697072204,0.974273820031247,"Windows only",1,1,1,1,1,1,1,0,0,0
2790160,0,31,26,5,0.838709677419355,19.99,3.04404613383254,432,1.0582700510032,1.69453284453776,"Windows only",0,1,0,1,0,0,1,1,0,0
2797650,0,133,116,17,0.87218045112782,7.69,2.1621729392773,415,-0.162092770827613,1.35441052740969,"Windows + Linux",0,0,1,1,0,0,1,1,1,0
2806120,0,308,261,47,0.847402597402597,23.99,3.21847574484686,315,1.29965102688788,-0.646308985108417,"Windows only",1,1,0,1,1,0,0,1,0,0
2808530,0,24,24,0,1,9.99,2.39698576841553,419,0.162848330158823,1.43443930791041,"Windows + Linux",1,0,0,1,0,0,0,1,1,1
2810550,0,139,123,16,0.884892086330935,9.99,2.39698576841553,403,0.162848330158823,1.11432418590751,"Windows only",0,1,0,1,0,1,0,1,1,0
2812670,0,62,51,11,0.82258064516129,8.99,2.30158459266046,427,0.0308292952576109,1.59449686891186,"Windows only",1,1,0,1,0,0,0,1,0,0
2819920,0,21,21,0,1,14.99,2.77196352684586,390,0.681753903235711,0.85423064928016,"Windows only",0,1,0,1,0,0,0,1,1,1
2823790,0,20,12,8,0.6,12.99,2.63834278867739,292,0.49684548092151,-1.10647447298758,"Windows only",0,1,1,1,0,1,0,0,0,0
2824490,0,3818,3236,582,0.847564169722368,19.99,3.04404613383254,423,1.0582700510032,1.51446808841113,"Windows only",0,0,0,0,1,0,1,1,0,0
2824780,0,62,62,0,1,4.99,1.79009141212736,354,-0.676990451386808,0.133971624773643,"Windows only",1,0,1,1,0,0,0,1,1,1
2825880,0,1288,1196,92,0.928571428571429,19.99,3.04404613383254,278,1.0582700510032,-1.38657520474011,"Windows only",0,1,0,1,0,0,1,1,1,1
2827080,0,58,51,7,0.879310344827586,14.99,2.77196352684586,356,0.681753903235711,0.173986015024005,"Windows only",0,1,0,1,0,0,0,1,1,0
2827200,0,8339,7025,1314,0.842427149538314,9.99,2.39698576841553,321,0.162848330158823,-0.526265814357331,"Windows only",1,1,1,1,0,0,0,1,0,0
2835650,0,97,92,5,0.948453608247423,12.99,2.63834278867739,292,0.49684548092151,-1.10647447298758,"Windows only",0,1,1,0,0,0,0,1,1,1
2836300,0,45,15,30,0.333333333333333,5.99,1.94448055624572,409,-0.463342080238223,1.2343673566586,"Windows only",0,1,0,1,0,1,0,0,0,0
2851640,0,26,24,2,0.923076923076923,14.99,2.77196352684586,296,0.681753903235711,-1.02644569248686,"Windows only",0,0,0,0,0,0,0,1,1,1
2863790,0,36,32,4,0.888888888888889,7.99,2.19611284848353,417,-0.115125697072204,1.39442491766005,"Windows only",0,0,0,1,0,0,1,1,1,0
2870530,0,346,313,33,0.904624277456647,19.99,3.04404613383254,341,1.0582700510032,-0.12612191185371,"Windows + macOS",0,1,0,1,1,1,1,1,1,1
2870920,0,1630,1461,169,0.896319018404908,19.9,3.03974915897077,310,1.05232376711564,-0.746344960734322,"Windows only",1,0,1,1,1,1,1,1,1,0
2871820,0,45,39,6,0.866666666666667,1.29,0.828551817566148,302,-2.00759804912944,-0.90640252173577,"Windows only",1,1,0,1,0,0,0,1,1,0
2873860,0,36,34,2,0.944444444444444,2.99,1.38379123090177,409,-1.2392409412896,1.2343673566586,"Windows only",0,0,1,0,0,0,0,1,1,1
2876200,0,43,35,8,0.813953488372093,14.99,2.77196352684586,364,0.681753903235711,0.334043576025454,"Windows only",1,1,0,1,0,1,1,1,0,0
2877170,0,1241,1128,113,0.908944399677679,13.99,2.70738331211451,354,0.592385847181183,0.133971624773643,"Windows only",1,1,1,1,0,0,0,1,1,1
2877660,0,164,138,26,0.841463414634146,9.99,2.39698576841553,311,0.162848330158823,-0.726337765609141,"Windows only",1,1,0,1,0,1,0,1,0,0
2878450,0,3807,3508,299,0.921460467559758,22.49,3.15657479867082,321,1.2139906237644,-0.526265814357331,"Windows only",0,0,0,0,0,0,1,1,1,1
2879980,0,277,243,34,0.877256317689531,6.99,2.07819075977818,296,-0.278309853045123,-1.02644569248686,"Windows only",1,0,1,1,0,0,0,1,1,0
2892040,0,41,41,0,1,9.95,2.39333945626251,283,0.157802453023868,-1.28653922911421,"Windows only",1,1,0,1,1,0,0,1,1,1
2893530,0,25,17,8,0.68,10.49,2.44147709186066,333,0.224416770340151,-0.286179472855158,"Windows only",0,1,0,0,1,0,0,0,0,0
2893820,0,6044,3999,2045,0.661647915287889,29.99,3.43366457179966,293,1.59743583961146,-1.0864672778624,"Windows only",1,1,0,1,1,0,0,0,0,0
2896570,0,42,39,3,0.928571428571429,19.99,3.04404613383254,297,1.0582700510032,-1.00643849736168,"Windows only",0,0,1,0,0,0,1,1,1,1
2902440,0,130,114,16,0.876923076923077,7.99,2.19611284848353,418,-0.115125697072204,1.41443211278523,"Windows only",0,0,0,1,0,0,1,1,1,0
2903160,0,463,439,24,0.948164146868251,9.99,2.39698576841553,327,0.162848330158823,-0.406222643606244,"Windows only",0,0,1,1,0,1,0,1,1,1
2904360,0,29,26,3,0.896551724137931,18.99,2.99523214851231,278,0.990719780467703,-1.38657520474011,"Windows only",0,1,0,1,1,0,1,1,1,0
2904420,0,26,20,6,0.769230769230769,9.99,2.39698576841553,370,0.162848330158823,0.45408674677654,"Windows only",0,1,1,1,0,1,1,0,0,0
2906270,0,54,54,0,1,3.99,1.60743590976343,373,-0.929754664727241,0.514108332152083,"Windows + macOS",0,0,1,1,0,0,0,1,1,1
2908050,0,1195,1163,32,0.973221757322176,4.99,1.79009141212736,405,-0.676990451386808,1.15433857615788,"Windows only",0,0,1,0,0,0,0,1,1,1
2908500,0,686,573,113,0.835276967930029,19.99,3.04404613383254,353,1.0582700510032,0.113964429648462,"Windows only",0,0,0,0,0,1,1,1,0,0
2909870,0,46,24,22,0.521739130434783,8.99,2.30158459266046,340,0.0308292952576109,-0.146129106978891,"Windows only",1,1,0,1,0,1,0,0,0,0
2914490,0,57,41,16,0.719298245614035,39.99,3.71332813451625,382,1.98444274340129,0.694173088278712,"Windows only",0,0,0,0,1,0,1,0,0,0
2915660,0,175,121,54,0.691428571428571,18.99,2.99523214851231,402,0.990719780467703,1.09431699078233,"Windows only",0,1,0,1,1,1,1,0,0,0
2917040,0,1573,1393,180,0.885568976478067,9.99,2.39698576841553,381,0.162848330158823,0.674165893153531,"Windows only",1,1,1,1,0,0,0,1,1,0
2920510,0,56,50,6,0.892857142857143,7.99,2.19611284848353,429,-0.115125697072204,1.63451125916222,"Windows only",1,0,1,1,1,0,1,1,1,0
2925970,0,371,271,100,0.730458221024259,9.99,2.39698576841553,400,0.162848330158823,1.05430260053197,"Windows only",0,0,1,1,0,1,0,0,0,0
2928690,0,107,80,27,0.747663551401869,6.99,2.07819075977818,367,-0.278309853045123,0.394065161400997,"Windows only",1,1,0,0,0,0,0,0,0,0
2930290,0,25,25,0,1,13.99,2.70738331211451,277,0.592385847181183,-1.4065823998653,"Windows + macOS + Linux",0,0,0,1,1,1,0,1,1,1
2931620,0,219,210,9,0.958904109589041,4.99,1.79009141212736,414,-0.676990451386808,1.33440333228451,"Windows only",0,1,1,0,0,0,0,1,1,1
2932990,0,21,17,4,0.80952380952381,6.99,2.07819075977818,317,-0.278309853045123,-0.606294594858055,"Windows only",1,1,1,1,0,0,0,1,0,0
2934220,0,2698,2145,553,0.795033358042995,5.39,1.85473426838944,297,-0.587535710085835,-1.00643849736168,"Windows only",1,0,0,1,0,0,1,0,0,0
2937090,0,155,88,67,0.567741935483871,6.74,2.04640168760164,268,-0.322300533410819,-1.58664715599192,"Windows only",1,0,0,0,0,0,0,0,0,0
2943420,0,256,206,50,0.8046875,13.99,2.70738331211451,353,0.592385847181183,0.113964429648462,"Windows only",0,1,1,1,1,0,0,1,0,0
2943670,0,288,172,116,0.597222222222222,14.99,2.77196352684586,410,0.681753903235711,1.25437455178378,"Windows only",0,0,0,1,0,1,0,0,0,0
2952970,0,34,26,8,0.764705882352941,5.99,1.94448055624572,371,-0.463342080238223,0.474093941901721,"Windows only",0,1,0,1,1,0,0,0,0,0
2955840,0,49,40,9,0.816326530612245,4.99,1.79009141212736,405,-0.676990451386808,1.15433857615788,"Windows only",1,1,1,1,0,0,0,1,0,0
2957700,0,1300,1130,170,0.869230769230769,11.89,2.5564518169511,404,0.383522275323036,1.13433138103269,"Windows only",0,0,1,1,1,1,0,1,1,0
2958130,0,11304,10572,732,0.935244161358811,59.99,4.11070991630837,327,2.53435168219896,-0.406222643606244,"Windows only",0,0,0,0,0,1,1,1,1,1
2967630,0,188,173,15,0.920212765957447,7.99,2.19611284848353,418,-0.115125697072204,1.41443211278523,"Windows + macOS",0,1,0,0,0,0,0,1,1,1
2968420,0,10838,9924,914,0.915667097250415,24.99,3.2577118486534,325,1.35394713505243,-0.446237033856606,"Windows only",0,0,1,1,0,1,0,1,1,1
2973830,0,157,135,22,0.859872611464968,19.99,3.04404613383254,430,1.0582700510032,1.6545184542874,"Windows only",0,0,1,1,0,1,0,1,1,0
2981070,0,360,307,53,0.852777777777778,7.19,2.10291389786498,305,-0.244097226165892,-0.846380936360227,"Windows + macOS",0,0,1,1,1,0,1,1,1,0
2981450,0,351,332,19,0.945868945868946,13.99,2.70738331211451,383,0.592385847181183,0.714180283403893,"Windows only",0,1,0,0,0,0,0,1,1,1
2983410,0,416,354,62,0.850961538461538,6.24,1.97962120639763,297,-0.414713384814526,-1.00643849736168,"Windows only",0,0,0,1,0,1,1,1,1,0
2985450,0,43,33,10,0.767441860465116,14.99,2.77196352684586,293,0.681753903235711,-1.0864672778624,"Windows only",1,1,0,1,0,0,0,0,0,0
2987110,0,27,26,1,0.962962962962963,7.99,2.19611284848353,395,-0.115125697072204,0.954266624906066,"Windows only",0,0,0,1,0,0,1,1,1,1
2995560,0,110,87,23,0.790909090909091,9.99,2.39698576841553,325,0.162848330158823,-0.446237033856606,"Windows only",1,0,0,1,1,0,0,0,0,0
3001330,0,278,232,46,0.834532374100719,9.99,2.39698576841553,423,0.162848330158823,1.51446808841113,"Windows + macOS",1,0,1,0,0,0,1,1,0,0
3002400,0,20,15,5,0.75,5.99,1.94448055624572,331,-0.463342080238223,-0.32619386310552,"Windows only",0,0,0,1,0,0,0,0,0,0
3003730,0,36,22,14,0.611111111111111,4.99,1.79009141212736,399,-0.676990451386808,1.03429540540679,"Windows only",0,0,1,1,1,0,0,0,0,0
3006280,0,306,301,5,0.983660130718954,10.49,2.44147709186066,300,0.224416770340151,-0.946416911986132,"Windows only",1,0,1,1,0,0,0,1,1,1
3008340,0,381,262,119,0.687664041994751,14.99,2.77196352684586,411,0.681753903235711,1.27438174690896,"Windows only",0,0,0,0,0,0,1,0,0,0
3008800,0,24,24,0,1,4.99,1.79009141212736,426,-0.676990451386808,1.57448967378668,"Windows only",1,0,0,1,0,0,0,1,1,1
3012220,0,157,99,58,0.630573248407643,34.99,3.58324112209094,326,1.80442439773998,-0.426229838731425,"Windows only",1,0,0,0,0,0,0,0,0,0
3013500,0,51,50,1,0.980392156862745,4.99,1.79009141212736,348,-0.676990451386808,0.0139284540225572,"Windows + Linux",0,1,0,1,0,1,0,1,1,1
3015920,0,25,21,4,0.84,7.99,2.19611284848353,277,-0.115125697072204,-1.4065823998653,"Windows + macOS",1,1,0,1,1,0,1,1,0,0
3019870,0,55,53,2,0.963636363636364,0.99,0.688134638736401,282,-2.20191159176594,-1.30654642423939,"Windows only",0,0,1,1,0,0,0,1,1,1
3024040,0,10580,9813,767,0.927504725897921,19.99,3.04404613383254,425,1.0582700510032,1.5544824786615,"Windows only",0,0,0,0,0,1,1,1,1,1
3024370,0,53,48,5,0.905660377358491,1.59,0.951657875711446,284,-1.83724015932145,-1.26653203398903,"Windows + macOS + Linux",0,1,0,1,1,0,1,1,1,1
3032010,0,120,106,14,0.883333333333333,9.99,2.39698576841553,383,0.162848330158823,0.714180283403893,"Windows only",0,1,0,1,0,0,0,1,1,0
3032520,0,22,22,0,1,7.99,2.19611284848353,300,-0.115125697072204,-0.946416911986132,"Windows + macOS + Linux",0,1,1,1,0,0,0,1,1,1
3034350,0,21,11,10,0.523809523809524,15.99,2.83262493568384,290,0.76569899706871,-1.14648886323794,"Windows only",1,1,0,1,0,0,0,0,0,0
3035880,0,63,59,4,0.936507936507937,9.99,2.39698576841553,398,0.162848330158823,1.01428821028161,"Windows + Linux",1,1,1,1,0,0,0,1,1,1
3036800,0,76,71,5,0.934210526315789,9.99,2.39698576841553,263,0.162848330158823,-1.68668313161783,"Windows + macOS",1,0,1,1,0,0,0,1,1,1
3039910,0,459,355,104,0.773420479302832,6.99,2.07819075977818,410,-0.278309853045123,1.25437455178378,"Windows only",1,0,0,1,0,0,0,0,0,0
3040180,0,53,45,8,0.849056603773585,5.99,1.94448055624572,352,-0.463342080238223,0.0939572345232813,"Windows + macOS + Linux",1,0,1,1,0,0,0,1,0,0
3043580,0,1021,930,91,0.910871694417238,19.99,3.04404613383254,331,1.0582700510032,-0.32619386310552,"Windows only",0,1,0,0,0,0,0,1,1,1
3044220,0,90,62,28,0.688888888888889,2.99,1.38379123090177,402,-1.2392409412896,1.09431699078233,"Windows only",0,1,0,1,0,1,0,0,0,0
3045660,0,104,92,12,0.884615384615385,8.99,2.30158459266046,298,0.0308292952576109,-0.986431302236494,"Windows only",1,1,1,1,1,0,0,1,1,0
3047310,0,42,33,9,0.785714285714286,17.99,2.94391252482419,296,0.919702131710493,-1.02644569248686,"Windows only",1,0,0,0,0,0,0,0,0,0
3047510,0,182,182,0,1,14.99,2.77196352684586,299,0.681753903235711,-0.966424107111313,"Windows only",1,0,0,1,0,0,0,1,1,1
3051490,0,39,36,3,0.923076923076923,49.99,3.93162953506706,348,2.28653482969061,0.0139284540225572,"Windows only",0,1,0,0,1,0,0,1,1,1
3054820,0,1941,1917,24,0.987635239567233,16.66,2.87130219517581,318,0.819221759553981,-0.586287399732874,"Windows + macOS",0,1,0,1,0,0,0,1,1,1
3055230,0,432,314,118,0.726851851851852,5.99,1.94448055624572,360,-0.463342080238223,0.25401479552473,"Windows only",0,1,0,0,0,1,0,0,0,0
3055530,0,20,20,0,1,9.99,2.39698576841553,433,0.162848330158823,1.71454003966294,"Windows + Linux",0,1,1,1,0,0,0,1,1,1
3058360,0,425,399,26,0.938823529411765,19.99,3.04404613383254,385,1.0582700510032,0.754194673654255,"Windows only",0,0,1,1,0,1,1,1,1,1
3065870,0,79,53,26,0.670886075949367,12.99,2.63834278867739,271,0.49684548092151,-1.52662557061638,"Windows only",1,1,0,1,1,0,0,0,0,0
3067620,0,27,23,4,0.851851851851852,9.99,2.39698576841553,397,0.162848330158823,0.994281015156428,"Windows only",0,1,0,0,0,0,0,1,1,0
3068670,0,224,205,19,0.915178571428571,15.99,2.83262493568384,298,0.76569899706871,-0.986431302236494,"Windows + macOS",0,0,0,1,1,0,0,1,1,1
3070390,0,108,108,0,1,9.99,2.39698576841553,313,0.162848330158823,-0.686323375358779,"Windows only",0,1,0,1,1,0,0,1,1,1
3070650,0,27,25,2,0.925925925925926,10.99,2.48407296903942,405,0.283362234600968,1.15433857615788,"Windows only",0,1,0,1,1,1,0,1,1,1
3070880,0,830,656,174,0.790361445783132,9.59,2.35991015961332,378,0.111541980381648,0.614144307777988,"Windows only",0,1,1,1,0,1,0,0,0,0
3075800,0,190,146,44,0.768421052631579,4.99,1.79009141212736,329,-0.676990451386808,-0.366208253355882,"Windows only",1,1,0,1,0,0,0,0,0,0
3076240,0,134,107,27,0.798507462686567,7.99,2.19611284848353,419,-0.115125697072204,1.43443930791041,"Windows only",0,1,1,0,0,0,0,0,0,0
3077570,0,701,626,75,0.893009985734665,12,2.56494935746154,360,0.395281429110642,0.25401479552473,"Windows + macOS",0,0,1,1,0,0,0,1,1,0
3080530,0,141,132,9,0.936170212765957,17.99,2.94391252482419,394,0.919702131710493,0.934259429780884,"Windows + Linux",1,0,0,1,0,0,0,1,1,1
3083990,0,50,48,2,0.96,4.99,1.79009141212736,299,-0.676990451386808,-0.966424107111313,"Windows only",1,1,0,1,1,1,0,1,1,1
3084740,0,74,73,1,0.986486486486487,14.99,2.77196352684586,354,0.681753903235711,0.133971624773643,"Windows + macOS",0,0,0,1,0,0,1,1,1,1
3086120,0,61,51,10,0.836065573770492,8.99,2.30158459266046,385,0.0308292952576109,0.754194673654255,"Windows only",0,0,0,0,0,0,1,1,0,0
3086580,0,100,77,23,0.77,29.99,3.43366457179966,290,1.59743583961146,-1.14648886323794,"Windows only",0,1,0,1,0,0,0,0,0,0
3094480,0,604,434,170,0.718543046357616,12.99,2.63834278867739,377,0.49684548092151,0.594137112652807,"Windows only",1,1,0,0,0,0,0,0,0,0
3098140,0,1672,1034,638,0.618421052631579,19.99,3.04404613383254,326,1.0582700510032,-0.426229838731425,"Windows only",0,1,0,0,1,0,1,0,0,0
3098170,0,108,90,18,0.833333333333333,24.99,3.2577118486534,284,1.35394713505243,-1.26653203398903,"Windows only",1,0,0,1,1,0,0,1,0,0
3099630,0,169,156,13,0.923076923076923,8.99,2.30158459266046,310,0.0308292952576109,-0.746344960734322,"Windows only",0,0,1,1,1,1,0,1,1,1
3101040,0,29730,28728,1002,0.966296670030272,29.99,3.43366457179966,422,1.59743583961146,1.49446089328595,"Windows + macOS",0,1,0,1,0,1,0,1,1,1
3102750,0,47,42,5,0.893617021276596,4.99,1.79009141212736,265,-0.676990451386808,-1.64666874136747,"Windows only",0,0,0,0,1,0,0,1,1,0
3108990,0,27,17,10,0.62962962962963,5.49,1.870262530716,389,-0.566047230621935,0.834223454154979,"Windows only",1,1,0,1,1,0,0,0,0,0
