"convergence_code","positive_definite_hessian","max_abs_fixed_gradient","optimizer_message","diagnose_return","diagnose_flag_reason","conditional_intercept_z","dispersion_log_estimate","dispersion_log_se","dispersion_log_z","extreme_fixed_estimate_or_se_count","fitted_probability_min","fitted_probability_max","dispersion_boundary_flag","profile_ci_status","profile_ci_warning_count"
0,TRUE,0.00250558746934926,"relative convergence (4)",FALSE,"Unusually large |z|>5 only for conditional intercept and dispersion intercept; no bad parameter, gradient, or Hessian flag",20.7416958848288,2.16867953427778,0.0578795045792012,37.4688682987982,0,0.726974899919108,0.928388499771574,FALSE,"PASS",0
