"n_games","unique_appids","response_trials","total_positive_reviews","total_negative_reviews","pooled_positive_rate","number_of_coefficients","residual_df","log_likelihood","deviance","null_deviance","residual_deviance","aic","bic","converged","iterations","fit_warning_count","profile_ci_status","formula"
836,836,1069024,943294,125730,0.882388047415212,13,823,-27230.0654113446,50874.43382476,66451.4047544016,50874.43382476,54486.1308226893,54547.6029946594,TRUE,5,0,"PASS","cbind(positive_reviews, negative_reviews) ~ z_log1p_price + z_days_since_release + platform_segment + genre_action + genre_adventure + genre_casual + genre_indie + genre_rpg + genre_simulation + genre_strategy"
