"specification_id","n_games","unique_appids","total_positive_reviews","total_negative_reviews","total_reviews","pooled_positive_rate","n_coefficients","residual_df","convergence_code","converged","positive_definite_hessian","max_abs_fixed_gradient","optimizer","iterations","optimizer_message","warning_count","log_likelihood","aic","bic","beta_precision_phi","intra_game_rho","diagnose_return","dispersion_boundary_flag","extreme_fixed_estimate_or_se_count","formula","response","family","population","threshold","release_spec","price_spec","genre_spec","same_rows_as_primary","aic_comparable_to_primary","delta_aic_vs_primary","raw_price_mean_usd","raw_price_sd_usd","price_interpretation"
"PRICE_RAW",836,836,943294,125730,1069024,0.882388047415212,13,822,0,TRUE,TRUE,0.00159545207924339,"nlminb (glmmTMB default)",67,"relative convergence (4)",0,-3395.20602846703,6818.41205693407,6884.61285751725,8.7390045165616,0.102679898987567,FALSE,FALSE,0,"cbind(positive_reviews, negative_reviews) ~ z_raw_price + z_days_since_release + platform_segment + genre_action + genre_adventure + genre_casual + genre_indie + genre_rpg + genre_simulation + genre_strategy","cbind(positive_reviews, negative_reviews)","glmmTMB::betabinomial(link = logit)","paid; total_reviews >= 20",">=20","z_days_since_release","z_raw_price","primary_7",TRUE,TRUE,0.106055049857787,11.5725956937799,9.67158648983468,"OR per +1 primary-sample SD of raw current price"
