"n_games","release_date_missing","review_collected_at_missing","days_since_release_missing","non_positive_days","min_days","q1_days","median_days","mean_days","q3_days","max_days","unique_review_collection_dates","min_review_collection_date","max_review_collection_date","month_index_days_correlation"
836,0,0,0,0,256,304,347,347.303827751196,391,439,1,2026-09-13,2026-09-13,-0.986160772456456
