"n_games","missing_current_price","missing_list_price","min_current_price","q1_current_price","median_current_price","mean_current_price","q3_current_price","max_current_price","sd_current_price","skewness_current_price","skewness_log1p_price"
836,0,0,0.59,4.99,9.99,11.5725956937799,14.99,69.99,9.67158648983468,2.1641650306505,-0.108292784284443
