"model","package","package_version","tmb_dependency_version","n_games","total_positive_reviews","total_negative_reviews","n_coefficients","residual_df","convergence_code","converged","positive_definite_hessian","max_abs_fixed_gradient","optimizer","iterations","optimizer_message","warning_count","profile_ci_status","profile_ci_warning_count","log_likelihood","aic","bic","dispersion_phi","intra_game_rho"
"Beta-binomial","glmmTMB","1.1.14","1.9.25",836,943294,125730,13,822,0,TRUE,TRUE,0.00250558746934926,"nlminb (glmmTMB default)",61,"relative convergence (4)",0,"PASS",0,-3395.15300093938,6818.30600187876,6884.50680246195,8.746726659122,0.102598547694379
