"appid","name","is_free","positive_reviews","negative_reviews","total_reviews","raw_positive_rate","wilson_lower_95","wilson_center","wilson_upper_95","wilson_width","eb_posterior_mean","eb_ci95_lower","eb_ci95_upper","data_weight","prior_weight","eb_ci95_width","eb_shrinkage","absolute_shrinkage","eb_shrinkage_pp","raw_rank","wilson_rank","eb_rank","rank_change"
1004640,"FINAL FANTASY TACTICS - The Ivalice Chronicles",0,5059,591,5650,0.895398230088496,0.887147794438422,0.895129579821288,0.903111365204154,0.0159635707657324,0.895325704655156,0.88721700586344,0.903169621573797,0.998927358948182,0.00107264105181762,0.0159526157103574,-7.25254333400205e-05,7.25254333400205e-05,-0.00725254333400205,1202,162,666,536
1024820,"Hockey Club",0,6,3,9,0.666666666666667,0.354202135580396,0.616809158596743,0.879416181613089,0.525214046032693,0.731543161763258,0.49053125892081,0.914719470598022,0.597334709233019,0.40266529076698,0.424188211677213,0.0648764950965914,0.0648764950965914,6.48764950965914,1787,1461,1823,-36
1033380,"Skate & Date",0,8,0,8,1,0.67559243511612,0.83779621755806,1,0.32440756488388,0.925725065222174,0.748273816826629,0.99768099293825,0.568709749645159,0.431290250354841,0.249407176111621,-0.0742749347778259,0.0742749347778259,-7.42749347778259,174,755,367,-193
1056170,"SUPERVERSE",0,26,11,37,0.702702702702703,0.542168640888643,0.683636927195162,0.82510521350168,0.282936572613036,0.720323217966985,0.579047263066137,0.84223385152862,0.859127882122258,0.140872117877742,0.263186588462483,0.0176205152642821,0.0176205152642821,1.76205152642821,1737,1101,1856,-119
1057580,"Shopkeeper: My First Supermarket",0,19,17,36,0.527777777777778,0.370059380229876,0.525099482539043,0.680139584848209,0.310080204618333,0.571044988139997,0.420831319252652,0.714855402953636,0.855779120534888,0.144220879465112,0.294024083700984,0.0432672103622189,0.0432672103622189,4.32672103622189,1959,1448,2168,-209
1058230,"Cozy Jigsaw Puzzles",0,0,2,2,0,0,0.328809886246673,0.657619772493347,0.657619772493347,0.622555242768293,0.289385773103398,0.898758006134615,0.247925803745148,0.752074196254852,0.609372233031217,0.622555242768293,0.622555242768293,62.2555242768293,2161,2161,2103,58
1058710,"Monarch : Medieval Remastered",0,293,72,365,0.802739726027397,0.758854267587016,0.799586712278236,0.840319156969455,0.0814648893824395,0.803149204485306,0.761245072718419,0.841959107635239,0.983650039664394,0.0163499603356056,0.0807140349168201,0.000409478457908619,0.000409478457908619,0.0409478457908619,1497,523,1535,-38
1101650,"OutSpaceX_EP1",0,1,1,2,0.5,0.0945312057342307,0.5,0.905468794265769,0.810937588531539,0.746518144640867,0.41858644386299,0.961464062212803,0.247925803745148,0.752074196254852,0.542877618349813,0.246518144640867,0.246518144640867,24.6518144640867,1994,2046,1750,244
1126340,"Raid on Area 51",0,7,1,8,0.875,0.529111817787147,0.753347163168545,0.977582508549943,0.448470690762797,0.854636346516529,0.636725903427632,0.979755988994853,0.568709749645159,0.431290250354841,0.343030085567221,-0.0203636534834708,0.0203636534834708,-2.03636534834708,1277,1113,1055,222
1141550,"CUCKOLD SIMULATOR: Life as a Beta Male Cuck",0,1568,114,1682,0.932223543400713,0.919199461987927,0.931238653075101,0.943277844162276,0.0240783821743484,0.931848187852536,0.919354520114089,0.943373091109253,0.99640598990823,0.00359401009177034,0.0240185709951646,-0.000375355548177025,0.000375355548177025,-0.0375355548177025,1044,104,323,721
1151990,"Slip 'n Slime",0,72,4,76,0.947368421052632,0.872343274241103,0.92584392247086,0.979344570700616,0.107001296459512,0.938527975849671,0.877704443893156,0.979355767000217,0.926073393856593,0.0739266061434072,0.101651323107062,-0.00884044520296068,0.00884044520296068,-0.884044520296068,977,206,274,703
1154140,"Pity Please!",0,1,0,1,1,0.206549314377237,0.603274657188619,1,0.793450685622763,0.852153574587866,0.534749383069649,0.995001716766416,0.141504169329759,0.858495830670241,0.460252333696767,-0.147846425412134,0.147846425412134,-14.7846425412134,577,1736,1073,-496
1156820,"Strike & Resist",0,28,8,36,0.777777777777778,0.619152970538818,0.750994825390427,0.882836680242035,0.263683709703217,0.784989768273719,0.650602778345076,0.89377979042783,0.855779120534888,0.144220879465112,0.243177012082754,0.00721199049594101,0.00721199049594101,0.721199049594101,1573,900,1600,-27
1166940,"Dead Static Drive",0,16,27,43,0.372093023255814,0.243763390096506,0.38258264924981,0.521401908403115,0.277638518306609,0.428437431954916,0.294764451185589,0.567639895262413,0.876353999886154,0.123646000113846,0.272875444076824,0.0563444086991023,0.0563444086991023,5.63444086991023,2085,1675,2229,-144
1170570,"The Drifter",0,4596,116,4712,0.975382003395586,0.970555196796511,0.974994763831642,0.979434330866773,0.00887913407026186,0.975192208583713,0.970567085408085,0.979435965154549,0.998714106927467,0.00128589307253331,0.00886887974646366,-0.00018979481187309,0.00018979481187309,-0.018979481187309,876,12,43,833
