"model","n_games","n_coefficients","residual_df","converged","iterations","estimated_dispersion","pearson_dispersion","baseline_pearson_dispersion","log_likelihood","aic","bic","likelihood_note","warning_count"
"Quasibinomial",836,13,823,TRUE,5,73.5158762129127,73.5158752726562,73.5158752726562,,,,"Not defined/comparable: quasi-likelihood",0
