"conceptual_term","specifications_available","minimum_or","maximum_or","median_or","same_direction_specs","ci_excluding_1_specs","ci_crossing_1_specs","max_or_drift_pct","primary_or","primary_direction","any_direction_change","robustness_class","descriptive_rule"
"genre_indie",7,1.07952223250677,1.17851799623917,1.14463885501351,7,3,4,5.68883558526236,1.14463885501351,"+",FALSE,"ROBUST","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"genre_rpg",7,0.911768254081518,0.959030545745459,0.920451108347943,7,0,7,4.6400360659645,0.916504410549793,"-",FALSE,"ROBUST","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"genre_simulation",7,0.713795769186902,0.839677238214727,0.785557758041616,7,7,0,9.17193004000808,0.785875742489426,"-",FALSE,"ROBUST","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"genre_strategy",7,0.806641420806324,0.910401521925918,0.82571475597714,7,6,1,10.2561768862374,0.82571475597714,"-",FALSE,"PARTIAL","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"platform_segmentWindows + Linux",7,1.26742019504068,1.75754452924081,1.63150320287972,7,6,1,22.3158009862568,1.63150320287972,"+",FALSE,"PARTIAL","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"platform_segmentWindows + macOS",7,1.25848743256041,1.4759481565807,1.43003855207181,7,7,0,12.7697580200116,1.44271918086519,"+",FALSE,"PARTIAL","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"platform_segmentWindows + macOS + Linux",7,1.35861818237969,1.70055264774634,1.52888281273141,7,7,0,11.9371348245705,1.51920330139901,"+",FALSE,"PARTIAL","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"z_days_since_release",6,0.95232967172142,0.983046191808463,0.977907062074257,6,0,6,3.08964291491906,0.982691324607685,"-",FALSE,"ROBUST","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
"z_log1p_price",7,0.925642446417409,0.955425874700415,0.930867005359989,7,5,2,2.78237027010753,0.929562017483736,"-",FALSE,"ROBUST","ROBUST: same sign and max OR drift <=10%; PARTIAL: same sign and >10%-25%; SENSITIVE: sign reversal or >25%"
