"model_id","rating_threshold","n_games","event_n","non_event_n","event_rate","number_of_coefficients","residual_df","matrix_columns","matrix_rank","converged","iterations","log_likelihood","aic","bic","null_deviance","residual_deviance","warning_count","weights_used","all_prior_weights_one","review_count_covariate_included","formula"
"HIGH85",0.85,836,471,365,0.563397129186603,13,823,13,13,TRUE,4,-540.235267919862,1106.47053583972,1167.94270780983,1145.46564839894,1080.47053583972,0,FALSE,TRUE,FALSE,"high_rating ~ z_log1p_price + z_days_since_release + platform_segment + genre_action + genre_adventure + genre_casual + genre_indie + genre_rpg + genre_simulation + genre_strategy"
