"specification_id","n_games","unique_appids","total_positive_reviews","total_negative_reviews","total_reviews","pooled_positive_rate","n_coefficients","residual_df","convergence_code","converged","positive_definite_hessian","max_abs_fixed_gradient","optimizer","iterations","optimizer_message","warning_count","log_likelihood","aic","bic","beta_precision_phi","intra_game_rho","diagnose_return","dispersion_boundary_flag","extreme_fixed_estimate_or_se_count","formula","response","family","population","threshold","release_spec","price_spec","genre_spec","same_rows_as_primary","aic_comparable_to_primary","delta_aic_vs_primary"
"RELEASE_MONTH",836,836,943294,125730,1069024,0.882388047415212,17,818,0,TRUE,TRUE,0.00699629032477667,"nlminb (glmmTMB default)",78,"relative convergence (4)",0,-3393.10080775925,6822.2016155185,6907.31693055403,8.80781619623544,0.101959496384509,FALSE,FALSE,0,"cbind(positive_reviews, negative_reviews) ~ z_log1p_price + release_month + platform_segment + genre_action + genre_adventure + genre_casual + genre_indie + genre_rpg + genre_simulation + genre_strategy","cbind(positive_reviews, negative_reviews)","glmmTMB::betabinomial(link = logit)","paid; total_reviews >= 20",">=20","release_month","z_log1p_price","primary_7",TRUE,TRUE,3.8956136342922
