"min","median","mean","p95","p99","max","parameter_count","n_games","threshold_2p_over_n","n_above_2p_over_n","share_above_2p_over_n","threshold_3p_over_n","n_above_3p_over_n","share_above_3p_over_n"
0.000131997403348305,0.00176111334791063,0.0155502392344498,0.066189150235514,0.326612794815732,0.900272247510922,13,836,0.0311004784688995,73,0.0873205741626794,0.0466507177033493,51,0.0610047846889952
