"specification_id","n_games","unique_appids","total_positive_reviews","total_negative_reviews","total_reviews","pooled_positive_rate","n_coefficients","residual_df","convergence_code","converged","positive_definite_hessian","max_abs_fixed_gradient","optimizer","iterations","optimizer_message","warning_count","log_likelihood","aic","bic","beta_precision_phi","intra_game_rho","diagnose_return","dispersion_boundary_flag","extreme_fixed_estimate_or_se_count","formula","response","family","population","threshold","release_spec","price_spec","genre_spec","same_rows_as_primary","aic_comparable_to_primary","delta_aic_vs_primary"
"GENRE_EXPANDED",836,836,943294,125730,1069024,0.882388047415212,16,819,0,TRUE,TRUE,0.00698746799839878,"nlminb (glmmTMB default)",65,"relative convergence (4)",0,-3394.11278415492,6822.22556830983,6902.61225473227,8.76938258185392,0.102360614053282,FALSE,FALSE,0,"cbind(positive_reviews, negative_reviews) ~ z_log1p_price + z_days_since_release + platform_segment + genre_action + genre_adventure + genre_casual + genre_indie + genre_rpg + genre_simulation + genre_strategy + genre_early_access + genre_sports + genre_racing","cbind(positive_reviews, negative_reviews)","glmmTMB::betabinomial(link = logit)","paid; total_reviews >= 20",">=20","z_days_since_release","z_log1p_price","expanded_10",TRUE,TRUE,3.91956642562036
