"n_games","unique_appids","median_total_reviews","mean_total_reviews","q1_total_reviews","q3_total_reviews","min_total_reviews","max_total_reviews","positive_reviews_total","negative_reviews_total","total_reviews","free_games","paid_games","free_share","paid_share"
844,844,90,1269.86255924171,38,353,20,136842,944954,126810,1071764,8,836,0.00947867298578199,0.990521327014218
