"n_games","parameter_count","max_absolute_standardized_deviance_residual","n_absolute_standardized_residual_gt_2","n_absolute_standardized_residual_gt_3","max_leverage","threshold_2p_over_n","n_leverage_above_2p_over_n","threshold_3p_over_n","n_leverage_above_3p_over_n","max_cooks_distance","threshold_4_over_n","n_cooks_above_4_over_n","n_cooks_above_0_5","n_cooks_above_1"
836,13,2.14741114702943,2,0,0.0484258620553359,0.0311004784688995,33,0.0466507177033493,1,0.0129134678196581,0.00478468899521531,25,0,0
