total_games,free_games,free_share_pct,paid_games,paid_share_pct,games_with_reviews,reviewed_share_pct,zero_review_games,zero_review_share_pct,windows_games,mac_games,linux_games
3000,402,13.40,2598,86.60,2241,74.70,759,25.30,2999,439,363
